V1,KAZ_A01_02,KAZ_A03,KAZ_B05_06,KAZ_B07_08,KAZ_B09,KAZ_C10T12,KAZ_C13T15,KAZ_C16,KAZ_C17_18,KAZ_C19,KAZ_C20,KAZ_C21,KAZ_C22,KAZ_C23,KAZ_C24,KAZ_C25,KAZ_C26,KAZ_C27,KAZ_C28,KAZ_C29,KAZ_C30,KAZ_C31T33,KAZ_D,KAZ_E,KAZ_F,KAZ_G,KAZ_H49,KAZ_H50,KAZ_H51,KAZ_H52,KAZ_H53,KAZ_I,KAZ_J58T60,KAZ_J61,KAZ_J62_63,KAZ_K,KAZ_L,KAZ_M,KAZ_N,KAZ_O,KAZ_P,KAZ_Q,KAZ_R,KAZ_S,KAZ_T,KAZ_HFCE,KAZ_NPISH,KAZ_GGFC,KAZ_GFCF,KAZ_INVNT,KAZ_DPABR
KAZ_A01_02,6817.2368,0.91,6.3161,16.3099,0.5384,4553.4203,150.007,46.3197,11.6787,0.9991,4.949,30.1331,0.1052,1.7855,4.6721,0.0558,0.0059,0.0065,0.0083,0.0038,0.1407,1.8287,3.6061,0.2429,5.8299,149.5684,4.9877,1.3552,0.3737,188.0443,0.0535,573.9349,0.9306,1.5211,0.5249,131.2158,104.9988,77.9952,93.9772,1472.1438,41.7867,266.9477,146.9341,321.825,0.0,3759.4618,0.0,26.8138,291.6329,779.7053,0.0
KAZ_A03,2.5483,0.0067,0.0887,0.0503,0.0088,2.0091,0.0022,0.0004,0.0014,0.0647,0.0084,0.0024,0.0044,0.014,0.1361,0.0073,0.001,0.0032,0.0049,0.0007,0.0021,0.0118,0.0288,0.0087,0.1581,0.0322,0.0778,0.1914,0.0026,0.022,0.001,0.6218,0.0014,0.0094,0.001,0.0077,0.0186,0.055,2.6956,1.231,2.5978,8.2177,1.4367,0.0043,0.0,433.7949,0.0,4.5932,0.0518,55.2822,0.0
KAZ_B05_06,8.6097,0.4981,10096.2289,109.2751,126.9241,23.2177,0.1142,0.1681,3.2377,4440.7091,906.4334,2.7226,272.6426,131.223,12.0602,0.0701,0.0088,4.4211,0.0239,0.3212,0.0188,16.0898,1738.032,23.532,40.5782,316.0333,3300.09,0.3708,0.1056,8.2294,9.1431,1.1654,0.477,1.7435,0.1645,0.5989,18.5486,38.6015,17.2622,56.6558,1.8776,3.0126,16.5622,0.7673,0.0,340.6396,0.0,0.0011,3.1886,3568.3325,0.0
KAZ_B07_08,1.4746,0.1421,205.1115,800.7752,0.8977,0.8113,0.0296,0.2042,0.0225,1.701,283.6996,0.0577,0.4095,252.7347,10294.7554,1.3211,0.0127,0.0395,0.0715,0.0098,0.1645,17.1311,2.9372,3.581,533.2621,15.4523,27.1778,0.1392,0.9896,4.1935,0.5867,0.6151,0.0732,1.4251,0.0618,0.7458,74.5113,40.9951,10.9344,1.7679,18.1679,3.7157,1.4608,1.4675,0.0,13.0144,0.0,0.0229,88.947,244.6895,0.0
KAZ_B09,0.6351,0.0091,2300.9042,653.3069,104.8706,0.452,0.0217,0.0096,0.0364,0.2239,0.1489,0.0312,0.0483,0.609,1.3725,0.0755,0.0101,0.0293,0.9334,0.0108,0.0227,0.1349,1.2529,0.5297,3.2432,10.3731,2.2973,0.4341,0.0987,0.8684,0.0113,0.1014,0.1023,0.2365,0.0844,0.4152,1.0516,139.2016,1.6424,0.1504,0.4177,0.338,1.4647,0.0879,0.0,0.7298,0.0,0.0052,2.3277,0.4351,0.0
KAZ_C10T12,1326.6775,20.3949,23.9688,13.6086,7.7562,1688.7816,7.418,0.1045,13.1951,1.0322,1.1683,21.1808,0.2329,2.0371,21.1817,0.444,0.0426,0.1213,0.1317,0.1744,0.0877,1.6986,6.77,1.0031,16.2353,1284.5763,16.0756,0.1536,5.544,75.3591,0.6346,1130.5108,49.1617,1.4138,23.6248,5.1972,37.8253,211.3578,67.8491,13.1034,338.3295,199.0837,200.2353,16.1726,0.0,6039.2674,0.0,0.0222,2.7019,1069.0113,0.0
KAZ_C13T15,2.4029,9.9929,24.0084,8.3874,0.7759,4.7927,82.505,0.0133,0.5231,0.2623,0.1381,1.1622,2.5715,3.0342,1.484,0.1554,0.0085,0.0326,0.7985,0.0065,0.0456,5.7908,3.1294,1.6554,10.4977,41.0517,15.9054,0.8691,19.4631,8.8099,7.1155,27.1873,1.6212,1.4354,0.9603,1.0799,2.5991,41.4264,58.3985,3.8004,3.7729,37.6226,44.8761,15.0959,0.0,128.42,0.0,0.022,5.5269,19.3583,0.0
KAZ_C16,0.8762,0.1544,1.9281,0.3349,17.9592,0.4659,0.0329,0.7326,0.0175,0.0066,0.013,0.0203,0.3354,0.3841,0.4012,0.1383,0.0006,0.0013,0.0061,0.0326,0.1911,18.7685,0.6341,0.137,12.5518,18.6567,0.9738,0.0029,2.3212,3.1721,0.1056,4.3043,0.0086,0.6022,0.0041,0.1569,42.8279,10.4172,1.1609,1.3486,0.0928,0.0303,3.0164,1.7825,0.0,2.2993,0.0,0.0002,0.2605,1.1962,0.0
KAZ_C17_18,0.3377,0.495,4.9074,0.4589,0.1276,19.8886,0.0381,0.6566,10.4744,0.0048,0.0444,2.8883,0.0831,0.5816,2.0514,0.0044,0.0033,0.006,0.002,0.0566,0.0009,0.1085,1.3276,0.0181,31.7253,152.3712,2.673,0.2136,0.262,2.4856,27.0207,9.2279,51.4292,1.4632,25.0219,8.8269,13.0248,55.3403,14.9962,55.0563,143.252,4.2981,3.1985,5.1807,0.0,11.6903,0.0,0.0001,0.0828,7.2563,0.0
KAZ_C19,75.8453,85.2581,437.3002,463.3031,5.8103,3.4514,0.1332,7.9883,0.0484,0.1533,2.9471,2.3404,0.008,41.9907,415.6722,0.0267,0.0011,0.0034,0.0085,0.0176,0.0074,9.8333,188.9931,5.5839,75.4366,800.1701,2388.3129,15.0953,131.6035,62.7721,1.4367,0.7364,0.4214,2.1473,0.3905,25.5265,383.9374,69.8801,34.6354,105.4831,12.0076,122.7612,21.3867,49.0381,0.0,136.9105,0.0,0.0042,0.9937,130.5308,0.0
KAZ_C20,128.2202,0.758,123.216,636.3194,9.4934,150.7584,2.5285,0.5069,59.0233,1.1962,4.0813,85.4519,109.9519,15.137,10.2791,0.7148,1.4837,0.5075,0.9834,0.0594,0.9088,10.5114,21.0618,0.7034,23.2827,16.4589,29.8806,1.7015,4.284,4.6323,0.9727,1.521,6.4124,1.792,2.8773,0.4224,45.9615,82.5071,49.9544,6.8342,41.1499,137.5966,5.5027,9.3066,0.0,45.0972,0.0,0.002,1.6524,30.6481,0.0
KAZ_C21,2.5872,0.001,6.4644,4.3313,0.1431,0.8592,0.0013,0.0001,0.0017,0.0087,0.0504,3.3818,0.0009,0.0065,0.0286,0.002,0.0002,0.0007,0.001,0.0001,0.0009,0.0348,0.22,0.0069,0.0521,0.0665,0.0249,0.4096,0.0538,0.1094,0.9666,0.1737,0.0081,0.0957,0.0061,0.0286,0.1438,56.2903,0.6798,1.4606,4.0281,595.5993,5.3104,4.4995,0.0,112.2494,0.0,0.8728,0.0196,15.5382,0.0
KAZ_C22,5.0177,0.1355,45.0957,15.9892,19.7167,28.4457,1.0003,1.0829,1.7156,0.4298,0.1916,19.2096,6.8612,43.0528,1.2521,0.8399,0.0142,0.0276,0.0636,0.1024,0.0464,1.8728,18.9288,4.052,116.7871,264.769,123.898,2.6413,0.3238,10.879,0.9907,4.5527,3.6246,21.1747,2.8295,1.3023,169.3068,76.2351,19.2646,1.2261,13.1506,87.0065,4.2543,3.0475,0.0,35.5767,0.0,0.001,1.4791,14.229,0.0
KAZ_C23,15.3592,0.3805,48.9638,354.2875,89.0974,17.9245,0.0742,7.5682,0.0338,0.7991,1.1788,6.6356,4.4477,202.9701,27.5009,1.3036,0.0178,0.0695,0.1894,0.095,0.1861,11.5944,64.5091,2.909,1504.4015,29.988,42.5511,2.8011,0.7877,61.2381,0.2943,35.1496,0.6361,4.6937,0.4454,1.4514,311.1986,159.1248,70.0611,4.1442,11.1643,33.0789,13.0288,0.8361,0.0,40.1934,0.0,0.0874,20.082,49.1723,0.0
KAZ_C24,49.8698,0.6726,1270.3468,1294.4643,472.0867,66.2327,5.0189,0.3419,0.9782,11.0445,4.8445,2.4587,57.0393,482.4875,2073.529,724.9797,92.349,388.8603,357.1265,79.2753,151.8828,830.1433,1083.3738,430.9553,8017.2678,113.9682,1616.5199,63.924,1.8235,324.2114,0.0,29.9729,1.6474,729.1217,0.8779,756.5784,210.314,794.049,43.4833,5.8836,1.2661,27.2372,23.7109,30.3949,0.0,13.2757,0.0,0.0,0.0,735.8903,0.0
KAZ_C25,5.262,0.9738,125.2756,41.3647,13.4895,1.4285,0.2013,0.507,0.0417,2.9363,0.6817,0.0192,0.0545,40.1179,46.8393,3.5345,0.0051,0.0435,2.65,0.2911,1.6182,71.1143,72.332,2.3986,292.9188,240.7395,54.0072,0.031,2.957,46.2757,0.324,3.5045,1.6047,51.1502,1.2732,1.0605,36.5452,126.8668,10.3701,7.3443,5.7321,12.0481,5.6502,2.1258,0.0,32.2369,0.0,0.0302,126.245,21.1455,0.0
KAZ_C26,0.0725,0.002,12.104,0.2273,0.7016,0.031,0.0015,0.0002,0.1346,0.1438,0.006,0.0056,0.0037,0.0937,0.0848,0.322,1.711,0.0144,0.0259,0.0214,0.9065,3.7579,13.8262,0.024,5.1134,23.7509,0.7346,0.0008,0.0951,0.5637,0.5173,0.4015,2.2204,16.4244,3.0962,1.5249,0.0852,6.9099,6.6423,1.3273,5.6706,0.9892,0.5317,2.1806,0.0,17.3198,0.0,0.0013,91.6198,3.7076,0.0
KAZ_C27,0.2182,0.0554,10.8875,2.5148,1.7656,0.3122,0.7164,0.1625,0.0113,0.2995,0.0878,0.004,0.0613,0.4408,1.4023,0.0886,4.3813,0.0334,0.0159,0.0011,0.3201,9.3775,14.0793,0.2018,16.0669,46.912,91.9234,0.0241,0.0653,2.9639,0.0022,2.5975,3.6576,18.6037,3.7437,1.262,10.5484,13.783,31.757,2.3889,12.0976,32.174,5.2772,13.821,0.0,81.5049,0.0,0.0017,290.1033,37.0971,0.0
KAZ_C28,18.5212,0.0783,85.3104,66.1118,12.0092,1.3266,1.6174,0.0202,0.3001,0.2701,0.0555,0.0082,0.0822,2.1059,4.1264,0.8882,0.002,0.0324,1.2522,0.0791,0.1521,12.7594,5.541,0.2008,8.0216,18.1332,60.8119,0.1516,1.2402,4.012,0.0419,0.3719,0.6074,2.8218,0.5128,0.4192,5.0798,15.4101,15.1699,0.1546,4.3826,8.3523,0.7582,0.4612,0.0,14.7987,0.0,0.0099,327.7917,14.4425,0.0
KAZ_C29,0.9994,0.351,3.0598,0.7306,0.2548,0.1986,0.0002,0.0148,0.0015,0.0007,0.0009,0.0022,0.0002,0.0451,0.0115,0.0005,0.028,0.0086,0.1334,11.5685,1.4661,1.6544,0.1145,0.0242,0.823,85.9446,9.7352,0.0759,0.0702,1.0676,0.1542,0.0593,0.0213,4.042,0.018,0.2207,1.3023,1.5403,20.1458,1.2107,0.0063,23.1894,0.2085,0.0055,0.0,38.162,0.0,0.0,94.9178,9.9858,0.0
KAZ_C30,0.0204,0.0,1.3781,0.1777,0.0204,0.0016,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.082,0.0068,0.0,0.0,0.0002,0.0734,29.6085,0.0001,0.0,0.0005,0.0022,0.0,20.6693,4.1773,8.9975,2.4329,0.0,0.0414,0.0016,0.0059,0.0009,0.0,0.0012,1.8641,7.6854,0.4345,0.0133,0.0994,0.0611,0.0295,0.0,2.9675,0.0,0.0,385.7548,19.6183,0.0
KAZ_C31T33,14.2755,0.0758,321.7247,12.2354,13.7547,1.7376,0.8184,0.0117,0.1919,0.9047,0.1288,0.0771,0.1607,0.9519,14.743,0.1625,0.3139,0.0458,0.0705,0.0635,0.1316,0.8595,93.9849,3.5264,17.8317,1012.3934,223.5282,29.4302,36.1994,59.52,0.5145,12.2412,2.1549,110.0226,1.6602,5.0509,19.506,103.6935,268.1399,93.0177,8.3423,38.2348,21.8976,7.7118,0.0,65.9871,0.0,0.043,128.8865,-16.5927,0.0
KAZ_D,18.068,14.8701,620.0886,96.0463,2.5284,17.7952,0.4041,0.4381,2.2395,3.2227,1.6093,1.0474,0.2525,34.0486,13.2906,0.1164,0.8572,0.0278,0.0869,0.1177,0.3637,6.7947,349.3826,43.5786,320.0622,1862.0409,361.2124,0.3738,2.7151,126.3349,4.4028,29.5729,72.9619,193.0285,64.1877,31.773,565.5171,135.1228,208.1726,368.2616,302.2679,1233.9864,59.1518,818.5968,0.0,744.344,0.0,1.6636,9.9412,0.1792,0.0
KAZ_E,7.2803,1.452,157.2369,3.8357,27.8048,114.4018,0.0538,0.6038,152.9999,0.0731,0.1167,4.581,52.1665,18.3212,34.497,0.0216,0.008,0.5653,0.0136,0.0038,0.1133,1.1738,80.742,9.6561,19.4417,34.9518,35.8806,5.3368,0.0274,7.0498,0.423,4.9935,7.7896,6.8434,6.2239,0.838,47.1455,127.7584,23.192,28.9602,107.8758,19.9646,36.631,25.9617,0.0,69.3716,0.0,0.2836,0.0,-14.8518,0.0
KAZ_F,97.2486,0.272,631.575,338.9618,12.6937,32.6234,0.4336,0.4494,2.8181,3.2057,2.7674,3.8047,6.5972,45.2325,18.3881,4.1781,0.1138,0.2714,0.3666,0.1949,9.307,14.7795,289.0239,48.1479,3589.8918,2306.6668,288.4079,6.8449,3.7846,19.0743,1.8419,29.8562,5.9339,126.1937,5.8017,99.1428,5117.8416,3039.1209,136.0976,216.404,2926.1874,635.2882,162.6598,83.2774,0.0,217.0836,0.0001,5.4046,14365.9849,5.682,0.0
KAZ_G,3377.5648,78.7063,3537.6063,2324.3631,359.0961,2742.1801,144.2662,21.1042,89.8064,875.4438,296.9046,143.4378,207.6423,587.5679,4977.6327,269.0284,45.0936,120.9066,130.0274,82.1964,98.5639,490.8298,1199.2736,166.2024,4798.3763,2845.4489,4214.694,43.0284,164.718,425.2137,58.8517,930.1572,116.7796,444.2603,73.7771,333.0712,1010.0798,1149.5782,652.2026,655.3454,528.2126,1518.3398,339.7398,289.4525,0.0,5866.4723,0.0,8.6323,4427.9684,2215.7361,0.0
KAZ_H49,509.331,6.2726,3937.9912,733.6957,156.6145,249.9352,21.7982,5.7747,27.1435,128.5745,81.7329,30.8328,42.2491,186.7008,2326.902,90.7891,10.8143,35.0089,43.724,14.0616,22.0194,154.0106,291.2642,57.8886,1818.2949,5392.8247,737.9214,13.4881,23.0092,434.6619,19.504,88.845,75.9871,185.7754,61.8815,1139.7844,2282.3796,439.8585,231.603,721.9924,320.5589,729.1593,171.4574,33.9712,0.0,1984.9912,0.0,35.1967,379.1867,127.6879,0.0
KAZ_H50,7.548,0.1716,14.3382,9.9638,2.038,6.8164,0.4842,0.0753,0.7202,3.0639,1.2438,0.574,0.9022,2.3635,24.6964,0.9425,0.1807,0.4217,0.5011,0.2729,0.4381,2.2106,4.3905,0.655,18.0937,127.6646,12.7406,0.3939,0.8277,1.454,0.2674,2.2163,0.5151,2.0058,0.3781,1.0606,4.7663,113.2592,3.5647,1.7984,1.7733,5.888,1.5247,0.9464,0.0,19.0848,0.0,0.2092,16.5156,10.9141,0.0
KAZ_H51,7.4157,0.1598,17.6215,6.9991,1.9537,5.95,0.4395,0.0522,0.3216,2.7187,0.8516,0.4811,0.6676,1.3945,13.1303,0.5809,0.1498,0.2681,0.308,0.222,0.3787,1.5839,3.2663,0.3922,11.4818,569.2422,32.5877,0.1327,2.3341,20.0475,1.2596,1.9904,2.9097,21.7505,3.2632,4.8642,20.104,325.7741,131.7002,78.9381,4.6853,16.6269,29.3946,0.8324,0.0,155.8301,0.0,0.1937,17.0806,12.6715,0.0
KAZ_H52,153.5146,1.4352,351.7342,40.9509,13.7519,21.1341,1.0648,0.2327,0.8981,12.7593,5.0684,1.2888,2.3255,11.3697,63.0446,2.2204,0.3613,1.0519,1.1194,0.9751,1.0235,5.893,14.4498,2.0845,49.7091,2607.2117,323.6145,33.314,329.675,18.0784,1.5496,8.1974,1.585,7.0326,1.0383,6.475,16.3872,148.3976,59.4702,111.3521,37.3739,77.3723,6.3318,11.9414,0.0,284.2559,0.0,0.3034,34.9499,23.604,0.0
KAZ_H53,4.2659,0.0602,8.4171,2.9585,3.0071,1.0161,0.0664,0.0282,0.1907,0.0312,0.1677,0.3073,0.0996,0.8235,1.5472,0.0492,0.0414,0.1771,0.127,0.174,0.0232,0.2074,2.5765,0.2405,4.9152,27.1556,7.4623,0.107,0.7668,2.9592,2.7356,0.5675,5.7646,9.335,4.6893,11.5738,9.8511,60.9615,96.3546,8.0843,6.8808,11.4345,1.1326,14.5372,0.0,35.5557,0.0,0.0098,0.0054,0.0764,0.0
KAZ_I,0.0354,0.0,133.117,95.6453,132.5071,12.2652,0.0531,0.0018,0.0106,0.0103,0.3839,0.0634,0.1522,1.7504,45.1169,0.1507,0.0036,0.0007,0.0282,2.0528,0.03,10.8688,8.1597,0.4485,7.5669,166.1418,29.7409,0.0384,130.6776,21.4259,0.2229,33.5525,17.6306,14.3192,14.192,26.4702,38.9273,430.0975,565.9726,105.3924,13.6296,17.609,157.6391,859.6061,0.0,1425.4169,0.0,0.0,0.0018,0.0011,0.0
KAZ_J58T60,0.0171,0.0,17.2484,0.9752,0.0167,3.7677,0.0513,0.0,0.4459,0.4873,0.0272,0.0181,0.0009,0.0906,0.0312,0.0442,0.0,0.03,0.0026,1.1996,0.6704,0.503,0.3118,0.0322,0.0262,661.6957,8.3563,0.0064,7.2577,0.5369,0.1668,6.4036,88.8527,23.9423,30.5224,29.5677,2.8556,31.3216,44.1385,58.9961,334.943,6.7633,27.6384,2.9562,0.0,56.8289,0.0,0.0,115.4753,0.8636,0.0
KAZ_J61,11.8594,0.7706,100.7309,149.4698,1.349,0.3964,0.0404,0.0453,0.1031,0.028,0.0147,0.0222,0.0383,0.1297,0.4042,0.0093,0.0826,0.0101,0.0025,0.003,0.0094,0.1833,1.738,3.0319,11.4543,1154.8899,1103.2465,0.0391,0.4722,110.4461,0.1766,2.5051,131.5665,15.4223,137.4041,208.2839,21.7276,116.4452,132.566,165.0916,81.3116,28.2474,9.6022,65.6158,0.0,1811.7049,0.0,0.4256,3.3611,0.4642,0.0
KAZ_J62_63,0.0773,0.1254,33.5922,0.3746,0.2435,0.6587,0.0134,0.0,0.056,0.1023,0.0159,0.0346,0.0198,0.5141,0.0,0.0005,0.178,0.0,0.022,0.3457,0.0049,0.0228,29.7269,1.0293,0.397,180.6238,32.2007,0.0,0.9753,8.2304,0.0026,0.9676,120.6247,242.4799,35.9735,15.5243,29.4115,113.4798,72.041,153.2712,6.6893,1.9933,3.4675,4.2157,0.0,4.7134,0.0,0.0,169.9875,0.0596,0.0
KAZ_K,612.7944,6.4345,152.6876,95.0744,11.4865,79.7722,8.1475,3.4556,21.5579,3.4443,21.2441,2.718,12.5701,102.5024,196.3876,5.185,2.7195,22.466,16.3098,21.9503,2.4705,21.4068,135.7955,27.8092,611.9302,3014.364,865.7435,19.2397,17.9584,244.9326,0.1555,14.0296,5.4181,103.3981,6.7421,1912.5121,1081.3439,261.3645,157.9258,705.6238,753.1622,1462.2854,37.6427,80.4325,0.0,565.7374,0.0,1.2448,0.6346,0.1374,0.0
KAZ_L,10.7145,11.3859,133.6248,4.0735,5.9074,2.2302,0.0302,0.1686,0.1493,0.1458,0.0137,0.4537,0.0755,0.5897,0.158,0.0222,0.0247,0.0008,0.0184,0.0716,0.0942,0.4711,3.6595,0.0991,37.25,2369.8318,345.7761,2.4572,203.5005,179.0161,35.2924,176.1181,151.4608,141.7855,178.0013,2875.3323,506.5332,1121.5212,838.1199,3.7157,559.084,9.7515,260.2174,2961.9622,0.0,15345.2505,0.0,0.2015,0.0,0.0736,0.0
KAZ_M,215.2806,8.21,2472.4669,93.4391,211.8118,30.0337,0.2864,1.2611,3.9426,18.7207,0.6828,3.7783,1.1174,6.8576,12.5691,0.404,1.7891,0.1932,0.2162,0.0759,0.2928,5.82,106.5772,2.6841,2311.4405,5275.547,136.4562,1.3677,35.3825,39.7649,2.918,10.8838,26.3587,261.8183,19.7541,204.0539,1077.6426,3244.2357,407.5587,2271.4269,163.0554,72.8903,56.8906,225.1192,0.0,147.8395,0.0001,14.0191,2746.5901,2.1998,0.0
KAZ_N,56.7738,4.5864,507.7648,97.438,92.7172,28.9316,0.1245,1.0107,4.252,0.6676,0.5752,3.6646,1.7836,11.607,94.827,1.4282,0.0546,0.0356,0.3697,0.1891,0.0976,4.6119,35.83,13.2863,218.9052,2466.1204,372.9841,74.1176,23.1689,227.2108,0.0728,55.4805,77.7027,222.241,44.9589,228.428,951.5823,602.1355,407.233,51.9332,242.5043,657.0618,340.5956,108.6619,0.0,607.7671,0.0,2.277,16.8651,1.0028,0.0
KAZ_O,2.5195,0.0194,6.4249,0.6115,0.3927,4.1379,0.2671,0.2297,1.2252,0.0697,0.0391,0.2113,0.0285,1.2255,1.8784,0.0378,0.0091,0.0197,0.0173,0.0199,0.0127,0.0848,0.7609,0.0688,3.8764,5.9829,7.1122,0.0197,0.0594,15.8304,0.0103,0.2952,5.2839,2.2822,4.8737,3.0965,1082.0831,4.8421,4.0918,7.2639,3.4961,12.8081,10.6872,0.8961,0.0,626.8129,0.0008,9442.5689,7.3082,0.4645,0.0
KAZ_P,0.2711,0.0147,99.6868,4.9899,1.3907,0.1962,0.0082,0.0051,0.0355,0.0051,0.0078,0.0113,1.0663,0.0273,51.4914,0.0077,0.3504,0.634,0.0009,1.4433,0.0752,0.6083,1.375,0.0457,0.7797,2.7479,31.2717,0.0668,0.2323,8.892,0.0018,0.1176,0.9575,9.8433,1.3295,73.0942,5.8051,27.3121,293.9372,235.1805,0.9336,2.2035,15.3889,3.5325,0.0,9084.9301,0.0451,2564.2849,2.6858,0.0178,0.0
KAZ_Q,2.09,0.0421,315.3486,8.767,19.1814,6.5648,0.1127,0.0072,0.3964,0.3481,0.5928,34.0246,0.0571,0.3242,45.3802,0.2713,0.0094,0.1572,0.0129,0.032,0.0174,1.3004,15.6573,0.6329,4.8149,32.4057,1100.8771,0.1478,2.0205,213.9777,0.0264,1.7679,0.1794,8.7456,0.1227,280.952,2.0415,76.9971,125.1304,42.1473,72.171,2088.9006,524.4183,41.3146,0.0,5876.6521,0.0793,3752.6872,3.1215,0.4755,0.0
KAZ_R,0.5645,0.0,128.4362,0.1887,13.0041,0.0,0.0373,0.0,0.0001,0.0084,0.0088,0.0,0.0046,0.0013,85.1059,0.0,0.0038,0.0007,0.0,0.0,0.0,0.0443,0.7604,0.0937,0.1136,0.2456,3.2428,2.3913,0.0012,0.7544,0.0254,0.0086,0.5445,35.556,0.3089,30.1306,40.4773,132.0457,31.4985,221.935,744.8026,3.8092,85.0277,51.244,0.0,2065.2011,0.0,94.9431,468.3335,0.0013,0.0
KAZ_S,0.0398,22.9061,49.2842,84.3472,1.4196,0.2762,0.0032,0.0451,0.1773,0.0327,0.0103,0.8401,0.0004,1.847,0.4835,0.0139,0.0702,0.001,0.0237,0.0002,0.0191,0.9509,3.275,0.4713,0.7066,23.2061,26.0167,0.1847,1.7242,6.2414,0.0185,2.9954,3.6364,76.3112,4.7355,28.926,4.1134,10.764,53.5389,64.4611,204.5667,53.0787,9.0225,4.918,0.0,8001.9555,1556.5332,0.0,0.0,0.0011,0.0
KAZ_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8129,0.0,0.0,0.0,0.0,0.0
