V1,AUT_A01_02,AUT_A03,AUT_B05_06,AUT_B07_08,AUT_B09,AUT_C10T12,AUT_C13T15,AUT_C16,AUT_C17_18,AUT_C19,AUT_C20,AUT_C21,AUT_C22,AUT_C23,AUT_C24,AUT_C25,AUT_C26,AUT_C27,AUT_C28,AUT_C29,AUT_C30,AUT_C31T33,AUT_D,AUT_E,AUT_F,AUT_G,AUT_H49,AUT_H50,AUT_H51,AUT_H52,AUT_H53,AUT_I,AUT_J58T60,AUT_J61,AUT_J62_63,AUT_K,AUT_L,AUT_M,AUT_N,AUT_O,AUT_P,AUT_Q,AUT_R,AUT_S,AUT_T,AUT_HFCE,AUT_NPISH,AUT_GGFC,AUT_GFCF,AUT_INVNT,AUT_DPABR
AUT_A01_02,1466.2512,0.1258,0.6564,1.2851,0.0354,2727.5239,6.0387,1053.9611,434.3571,2.0432,73.465,7.4661,22.1644,4.665,7.1724,8.9067,4.6069,4.417,8.729,4.1078,1.8618,18.3159,40.11,8.1597,159.1015,75.3593,14.1805,1.0011,1.7069,13.7576,0.9445,232.3716,6.1089,2.6815,5.8426,11.2478,72.1406,18.7143,47.3378,21.3456,10.98,33.0281,5.8727,5.1359,0.0,2440.5893,1.6726,199.8992,360.8046,130.4712,0.0
AUT_A03,0.0,1.5372,0.0,0.0,0.0,5.6358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0001,0.4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5486,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,50.2179,0.0,0.0,0.0,1.1388,0.0
AUT_B05_06,1.306,0.0193,18.8232,2.462,0.1634,4.3534,0.622,1.4879,1.222,325.1978,5.7263,0.5613,0.848,1.5542,56.8861,1.7228,0.7876,1.5583,8.1719,4.6413,0.4871,1.9973,318.8834,0.7517,10.8201,5.6873,12.5502,0.0257,0.2909,1.5861,0.0764,1.8877,0.2124,0.2222,0.1702,0.2362,3.9663,1.7192,1.3802,0.7638,0.6465,2.0363,0.5611,0.4568,0.0,24.1907,0.0,1.5663,29.6907,14.863,0.0
AUT_B07_08,5.4306,0.0883,2.0199,220.3741,2.7918,6.394,0.0,1.1645,36.9393,0.0023,28.6688,0.1637,1.2495,377.5492,405.6978,1.0529,0.0961,3.5869,1.6023,0.0919,0.0279,2.1663,2.8265,6.1684,247.3434,2.4877,3.1283,0.002,0.0,6.5797,0.1066,0.3557,0.0261,0.0352,0.0,0.0,8.2652,4.6158,6.6102,25.227,0.9175,2.3341,0.52,0.3883,0.0,36.754,0.0,0.0,37.7366,27.1296,0.0
AUT_B09,0.0812,0.002,0.0178,1.4456,0.0823,0.0435,0.0,0.0218,0.6119,0.0,0.1961,0.0011,0.019,1.7478,2.7599,0.011,0.0002,0.0125,0.0204,0.0007,0.0002,0.0004,0.048,0.0557,1.376,0.0258,0.0247,0.0,0.0,0.0448,0.0007,0.0023,0.0001,0.0,0.0,0.0,0.0551,0.0314,0.0448,0.4819,0.0125,0.0145,0.0034,0.0003,0.0,0.0,0.0,0.0,1.1948,0.0,0.0
AUT_C10T12,364.0657,9.4566,0.04,0.0886,0.0019,2640.728,69.7441,1.3044,33.4366,0.418,109.0386,48.749,2.2821,1.6545,3.5619,1.7111,0.6953,1.2518,3.0885,1.346,0.2247,1.4932,1.5857,0.2588,3.5818,133.1678,40.973,15.205,14.4593,1.4951,0.1281,2158.1254,7.7199,0.5622,1.207,7.1107,0.8699,6.5335,18.1745,28.7528,60.8009,332.4392,21.0934,19.1794,0.0,10125.5266,0.0,1.1363,4.0207,376.6906,0.0
AUT_C13T15,11.3669,0.189,0.112,0.2678,0.0056,10.8663,273.4638,3.8378,18.2803,1.1614,6.6184,1.9894,35.1272,27.2073,7.7097,17.7276,9.5239,7.6721,13.2474,27.1808,3.6112,54.5881,3.2095,1.0644,26.7672,54.8084,3.6569,0.1523,0.6,5.0852,0.0965,13.1098,1.0426,0.4349,0.7395,5.9531,1.781,10.2593,10.2246,4.7448,2.2144,26.2009,3.5193,5.6653,0.0,1764.8656,0.0,3.2297,83.761,59.5298,0.0
AUT_C16,42.7007,0.5995,2.5004,9.3281,0.199,48.6837,4.8978,1679.881,66.8155,1.2031,22.9678,6.7753,31.8003,22.0245,32.381,108.8275,15.8092,25.7799,54.1888,17.923,7.164,343.8135,42.6618,6.4882,1219.3459,136.7163,11.4667,0.3271,1.6126,8.8745,1.1986,13.5517,2.6492,2.7776,9.9781,10.6093,20.925,36.6304,24.0125,55.9142,15.0973,38.4068,9.9266,5.5607,0.0,520.1466,1.9076,8.0913,1082.3656,115.4329,0.0
AUT_C17_18,8.3928,0.1284,0.2386,3.8071,0.0753,145.3506,6.9612,80.015,926.3094,1.6732,99.9176,23.8223,34.5928,20.631,16.492,29.0287,19.5909,17.0873,44.0242,14.4071,9.8806,30.3922,10.0748,7.1544,40.4689,257.719,15.2584,0.6638,2.3407,13.3406,4.5264,42.4715,768.3729,11.6372,52.4264,78.6441,22.8156,424.8226,61.9367,160.8739,41.5968,66.4075,23.6291,92.3817,0.0,391.1303,0.9963,11.67,101.5462,86.2794,0.0
AUT_C19,116.4566,0.7791,1.8285,8.9389,0.1935,21.9166,4.2942,18.5952,14.2854,47.1437,120.123,7.083,26.1304,43.8768,158.4481,13.2598,8.1202,18.9677,15.7327,19.5187,1.431,16.6484,53.9413,44.9203,214.4402,221.8539,326.5422,8.5186,155.3472,48.9168,5.538,109.0099,5.0094,4.6537,19.5016,13.0688,47.0318,65.4216,57.1134,72.4668,62.3662,119.5904,29.7461,34.4613,0.0,1289.1292,0.0226,4.4768,21.1467,54.6088,0.0
AUT_C20,111.4154,0.1349,3.5714,10.7727,0.2851,114.5242,55.8573,79.9068,161.8228,47.5363,1888.2628,111.4467,446.3416,84.99,138.0234,83.9127,123.8112,105.4692,59.6285,68.7493,7.7892,58.5299,18.6521,16.4408,191.986,111.6567,29.5169,0.7133,5.3375,12.191,2.5828,33.1882,5.9581,5.0593,16.4538,16.827,25.5006,93.0606,57.7746,25.3811,11.4184,94.5436,8.2754,25.826,0.0,983.8533,1.168,33.3848,264.7087,113.8691,0.0
AUT_C21,8.7165,0.0801,1.4278,4.2264,0.1207,28.315,10.2515,6.8256,5.8509,2.6224,22.3874,156.8308,6.5525,4.7994,27.0531,9.3279,10.8719,7.1213,15.1501,10.017,2.9901,13.712,9.702,4.6744,36.7883,53.937,16.3048,0.6212,3.324,4.8174,0.7659,22.9611,2.3217,3.4007,7.7884,7.1935,7.1479,64.8523,22.5655,16.0233,4.4519,364.332,3.6996,3.8562,0.0,643.1195,1.1869,925.6066,571.3649,47.9539,0.0
AUT_C22,40.9928,0.3129,0.6666,7.7649,0.1983,194.384,23.7238,52.3763,66.7839,3.8774,52.4041,33.2969,196.4296,45.6046,34.5294,74.8405,30.2936,104.4821,196.2077,115.1794,41.7723,86.7912,12.005,14.7254,480.9285,322.3713,37.5527,0.5894,2.8658,19.1304,1.3477,19.8054,22.1163,6.2436,21.9716,46.2701,21.2042,131.9994,42.4356,29.2766,13.9866,138.8488,10.2826,21.3746,0.0,624.2567,49.2748,16.8207,565.4918,67.6769,0.0
AUT_C23,24.1479,0.815,0.6757,6.5078,0.1912,70.5704,5.8005,61.6458,6.8793,2.2593,26.1495,25.2585,83.7315,525.132,53.7266,75.0391,27.742,77.6878,52.3367,34.4063,13.5214,56.3364,18.8095,17.8124,2037.02,87.3333,28.7199,0.3127,2.7544,13.6224,1.5167,55.3777,4.5132,3.5998,25.8946,15.7352,100.4365,56.7236,28.1634,64.3305,5.4054,38.4511,5.1563,8.6237,0.0,454.5709,14.3303,14.3795,833.8933,80.0344,0.0
AUT_C24,2.8143,0.0,0.0571,11.648,0.58,4.1427,0.0,14.7012,18.1453,0.3445,17.5873,3.6516,42.5874,42.8761,2946.4576,1679.5095,34.726,319.1229,646.8581,354.6076,76.2071,684.6623,6.3901,8.4776,515.889,16.4659,1.3253,0.0,0.0,2.5267,0.0,0.0055,0.6738,0.0,0.0,0.0,1.877,4.4609,0.0324,4.3582,3.2172,40.764,0.0949,2.2523,0.0,15.7104,0.0,0.0,146.0174,141.9531,0.0
AUT_C25,78.1446,0.4961,5.5421,6.2169,0.1885,343.98,10.0079,123.8046,19.0759,4.7262,32.274,16.6383,85.8071,68.2994,376.8309,1506.2591,90.9842,328.9238,1135.0373,366.6506,183.8508,364.0393,33.3021,15.9804,1088.2056,439.7752,45.4048,1.0294,8.9818,35.4412,1.583,76.4283,10.6853,9.7034,36.85,41.5127,58.005,128.5801,30.4877,81.3935,38.5488,73.2802,15.3765,18.6175,0.0,783.4971,0.7097,30.693,1390.3658,162.3322,0.0
AUT_C26,7.2289,0.0676,0.4125,1.2833,0.0459,11.8957,1.3345,3.8653,8.8006,1.4504,6.0413,3.315,5.1809,3.7104,7.2997,22.5334,454.2616,209.0926,83.9135,74.081,17.6061,128.2516,12.7946,4.685,67.9955,64.4144,12.5583,0.3374,5.5837,3.8874,0.5363,6.4541,18.7776,137.8031,97.76,15.4311,6.3899,67.3591,23.1761,11.1199,14.2227,61.8753,2.7053,8.4663,0.0,752.1945,1.1916,55.1269,1605.0296,67.4454,0.0
AUT_C27,47.9553,0.53,1.9933,5.8596,0.1752,36.7707,4.9599,15.9165,20.2973,6.6336,22.2329,9.2728,18.7313,11.5164,42.793,75.1679,118.2779,583.6915,424.917,162.3729,69.9179,237.8397,73.7048,21.8288,488.6627,180.8047,71.839,1.8066,36.66,13.7012,1.239,23.1195,6.5993,37.8162,28.9111,18.3068,19.6647,90.8371,39.4018,36.9503,9.6191,49.0443,9.0431,24.5466,0.0,811.2284,0.8615,44.7935,2147.9701,90.8392,0.0
AUT_C28,50.0471,1.5412,3.7344,8.4141,0.276,69.3908,7.9996,33.3557,30.5789,8.2522,30.1444,23.031,27.5539,27.1644,69.2851,134.187,58.7418,199.8508,1661.7319,998.9751,75.2131,255.5555,64.0238,20.0398,406.1353,315.1211,75.4083,1.9121,35.814,22.6126,2.5007,35.3135,11.7208,18.0791,45.1617,36.2399,41.5596,249.7449,51.9311,42.1994,17.8302,68.7721,13.466,18.774,0.0,358.5248,1.7179,47.2328,4216.032,180.1022,0.0
AUT_C29,4.6225,0.172,1.1904,4.0214,0.1278,14.2356,3.4749,5.9796,5.2268,1.3617,7.6337,3.7765,16.3807,7.2199,11.6791,24.253,11.8182,50.1596,217.4376,1362.177,25.2091,40.8362,8.3176,9.8989,69.2007,296.6905,60.0793,0.1964,1.9545,17.3666,0.7484,5.8855,2.9171,3.4473,22.7602,13.3632,12.0274,76.767,15.1367,13.3958,3.9901,12.4659,2.6636,9.8922,0.0,1224.4354,0.2411,25.9559,2500.1803,109.8296,0.0
AUT_C30,0.2379,0.0027,0.0,0.0634,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6946,0.0,2.3589,0.7349,0.7393,122.5819,3.1332,10.4341,134.9684,50.5549,0.0433,0.0,0.0028,19.8908,5.1863,0.644,11.528,0.6939,0.005,0.0,0.0,0.2001,0.0,0.0,0.0,0.0089,0.2403,10.1261,0.0905,0.0254,0.0007,0.5445,0.0,188.9721,0.0,6.3207,416.8498,0.0837,0.0
AUT_C31T33,186.9389,1.3923,7.2081,21.7389,0.6594,90.5714,32.8356,55.2433,62.439,17.043,65.0864,38.5233,27.8043,45.7686,68.3087,153.2081,127.3817,262.7732,320.6683,93.7838,19.6917,576.8581,221.394,66.6305,283.8656,353.5262,289.4879,7.3988,159.5519,45.6004,4.2731,42.8959,16.7194,58.7202,68.5052,32.983,48.7103,113.6106,124.4352,93.6328,25.4397,363.6056,28.2298,20.2128,0.0,2975.4441,3.6318,209.2539,2744.0659,75.8478,0.0
AUT_D,148.9489,3.0973,53.8072,248.9492,3.7039,392.1982,29.1284,217.891,418.496,2.6008,454.0945,77.9163,123.4645,295.8202,889.9856,209.6091,53.3411,99.0954,139.1302,101.346,12.2801,101.3277,17886.8259,227.1828,268.4014,491.6366,601.0198,5.093,14.4831,174.6104,19.6777,300.3412,25.992,87.3141,56.8456,64.8988,509.2991,223.999,116.6901,332.3474,414.2312,647.8289,201.9438,113.4141,0.0,4690.9458,4.7495,17.6276,208.5991,3.5025,0.0
AUT_E,19.8031,0.3657,0.9671,2.6883,0.0699,66.3062,7.4327,113.9244,371.2153,2.0476,21.5642,10.5278,75.8549,61.4128,1089.1636,25.8078,16.0244,7.1473,31.2039,7.306,5.6562,26.6293,298.947,2679.6219,78.9084,405.0941,36.2178,0.4609,2.5085,45.4482,3.0812,107.8156,7.5337,10.6167,13.2069,127.7467,2402.2865,100.0325,54.7516,106.2849,42.5153,151.6569,34.6802,26.2849,0.0,136.9555,2.1782,252.0957,54.9073,-37.7363,0.0
AUT_F,147.6506,7.2666,18.4713,28.6271,0.7275,312.7155,29.3242,273.1051,154.3641,55.2491,162.3026,82.0482,114.1657,228.2779,281.0678,264.1456,100.6853,134.676,302.337,150.7061,14.6769,321.8804,216.7548,440.61,14460.9492,1250.0633,212.0379,4.4119,17.1962,893.8626,42.1027,790.0448,35.9621,84.9704,96.1381,227.8555,5154.1157,348.3747,151.5541,568.8627,462.8715,597.5797,253.1332,137.1853,0.0,1115.5582,7.663,22.7894,30023.5852,52.3913,0.0
AUT_G,711.3116,8.0456,22.3993,69.8166,1.8246,2225.6782,459.9865,599.3963,459.6608,199.5817,906.6785,268.3672,391.2638,378.9597,696.1146,685.1412,402.4062,558.06,1100.5471,847.4033,140.1325,791.1488,1047.8232,219.5776,1735.426,3459.1736,976.2443,18.0931,171.1542,307.174,31.7554,1251.5183,226.1217,139.872,448.2398,348.6042,293.1124,1107.6286,461.1833,368.9397,205.3814,1039.8151,190.4751,191.714,0.0,17641.6023,29.6717,996.1375,4055.9474,619.5897,0.0
AUT_H49,70.1195,0.6838,7.909,36.3738,0.8886,300.2174,31.7484,119.0621,114.5739,121.1869,173.3919,31.0266,64.3187,105.4828,187.127,129.0408,48.0977,77.3149,169.4192,104.7952,19.3371,86.1581,191.2923,43.402,289.1793,616.5197,386.863,2.9318,27.5857,39.041,11.6156,104.6879,34.8896,15.9354,20.9567,39.4301,52.6327,103.2156,67.8098,57.9868,34.0218,86.4685,14.1776,19.2596,0.0,2049.7008,1.1294,518.636,388.3132,6.4515,0.0
AUT_H50,0.6032,0.0049,0.0251,0.0761,0.0022,0.7912,0.1609,0.1891,0.1901,0.6911,0.4353,0.0926,0.1768,0.2096,0.2353,0.4081,0.2426,0.2617,0.3872,0.5924,0.0844,0.3504,2.4573,0.1803,1.1376,2.3298,1.3707,0.1087,1.32,1.9401,0.0246,1.0141,0.1294,0.1016,0.1374,0.338,0.5212,0.8454,0.2759,0.3249,0.196,0.9567,0.1031,0.1779,0.0,5.4065,0.0005,2.7812,4.1631,134.1621,0.0
AUT_H51,6.3282,0.0762,0.5159,1.3794,0.0364,24.2216,2.6691,6.7647,6.022,6.3656,11.406,4.1134,5.1085,7.1539,12.8283,16.0731,8.7357,11.103,22.0369,9.1555,2.3645,13.887,17.6305,5.3929,35.1181,79.62,21.891,0.6397,6.009,10.6178,2.1339,12.8457,3.5056,3.7358,9.4375,17.2259,5.9547,39.5794,59.6846,16.6524,6.3174,15.315,3.8387,5.9178,0.0,385.6335,0.1808,9.155,36.5231,107.0988,0.0
AUT_H52,33.4529,0.345,3.204,37.9131,1.0334,230.1015,14.9588,87.848,85.2877,30.8161,123.3778,17.5632,41.4188,91.821,112.9174,82.892,21.1253,49.1183,100.638,40.8152,8.6469,50.6227,396.9023,85.2013,245.047,829.5422,687.9502,58.7277,657.2209,1021.3685,4.1877,67.3521,29.0376,12.8559,29.4884,39.3605,101.8507,100.3665,48.4273,49.9657,23.2465,62.1992,12.3953,19.1391,0.0,1124.3507,0.5483,1057.5139,356.4522,40.6918,0.0
AUT_H53,6.1358,0.1695,0.4096,2.4052,0.0891,25.6514,2.5213,8.2497,10.8328,1.2705,5.4932,4.4185,6.65,7.0104,11.7438,18.6203,8.6555,3.21,28.1074,5.005,2.4075,15.557,15.0405,11.1212,38.7122,254.5031,17.977,0.5206,1.7951,29.55,958.902,30.2487,24.0188,8.9789,30.1476,140.3811,36.4254,137.1238,40.1963,106.5766,20.9415,64.7487,18.3721,106.0527,0.0,230.2618,0.1155,0.6068,8.7381,4.742,0.0
AUT_I,13.3013,0.3451,1.0244,9.8068,0.6577,203.5343,12.507,40.7705,24.9298,3.3782,37.2308,28.4328,21.9929,32.189,53.5819,101.3252,61.8015,18.1793,145.3333,20.9733,12.8781,86.9518,82.1528,50.9383,241.4213,777.572,131.2803,17.2733,159.2703,79.81,10.2538,334.2297,19.1815,39.5554,42.2527,343.5145,43.0259,402.5141,1359.3759,166.2387,103.6327,146.0319,25.316,64.8088,0.0,21840.6251,0.0,6.8869,0.0,0.0038,0.0
AUT_J58T60,2.7361,0.0614,0.2318,1.1923,0.0414,286.112,2.9279,6.3739,45.0551,2.4207,9.2436,10.3372,5.739,6.0123,7.3275,13.6361,18.0562,11.6077,18.4355,8.8767,3.903,19.4843,11.8904,7.523,28.8039,244.6823,15.2715,0.3173,5.943,12.1696,5.3646,20.5559,635.73,36.9762,65.5352,94.5965,31.0238,845.3921,86.1406,58.1744,46.9655,28.8557,21.7373,13.0556,0.0,1369.3539,2.0585,482.7954,396.8576,4.4136,0.0
AUT_J61,17.3649,0.365,0.8554,4.6068,0.1921,46.5105,4.6157,12.4294,19.9875,2.0419,9.8368,8.0942,11.9487,12.6178,20.3857,34.3603,17.4005,8.7722,52.4262,10.4046,3.8657,36.1307,29.7232,20.3393,74.1804,447.3608,38.1102,1.054,5.3872,80.0883,11.8693,50.6838,149.3733,1044.9755,73.5242,228.4115,55.8776,258.0811,71.1651,135.4011,37.4581,108.7507,32.8472,46.3147,0.0,2055.0116,0.1009,2.5458,96.2029,3.0891,0.0
AUT_J62_63,5.2806,0.0909,1.7431,6.9622,0.2331,112.5206,10.5352,16.1465,43.4358,4.6955,23.6157,12.9662,21.8755,30.4631,37.3512,68.1873,50.0352,60.5921,76.0606,32.5698,17.5408,54.0366,86.8745,27.6206,53.1411,699.4297,35.6792,1.4566,9.0385,62.1296,11.2272,39.9374,107.3596,119.4898,2025.3812,496.1639,53.0762,584.533,120.5593,84.6422,56.1301,139.5442,42.7723,57.1761,0.0,277.8583,3.4139,42.2015,3753.9527,2.7076,0.0
AUT_K,197.2343,1.6277,7.9959,29.1675,0.7796,366.4092,31.983,151.8977,140.6272,47.5151,215.9988,73.9522,91.6673,119.6365,241.6107,252.2934,133.8598,128.2842,356.9641,141.7494,47.9074,216.0986,272.6012,156.2335,661.7759,1987.6594,313.2111,6.4577,48.7156,196.1608,32.7794,441.1535,93.1795,88.5366,284.3169,6097.7533,2039.6193,1007.7386,415.5068,779.7216,215.7006,355.2575,135.9064,177.3322,0.0,6701.7893,0.9261,50.8566,153.8698,7.7412,0.0
AUT_L,38.7032,1.0892,9.4295,25.5107,0.9791,258.7197,27.8229,81.0932,80.6395,15.0174,59.2565,37.5159,95.8135,102.6386,91.5915,211.0393,53.5148,107.6965,260.3588,59.3964,19.9204,199.02,86.507,126.0361,1020.8431,3540.5486,412.0727,11.3551,42.4873,397.2139,60.6446,1111.8421,138.4237,195.7296,286.1419,409.891,3187.8662,984.8713,395.6809,1166.523,428.7825,829.7653,194.8751,339.859,0.0,34860.9442,0.1035,64.0618,1902.4653,1.5946,0.0
AUT_M,105.0658,1.7694,17.8107,49.1122,2.1548,875.4017,51.4615,191.5129,201.0824,53.7956,183.1576,160.7678,169.0848,184.8415,319.8157,404.942,373.1732,168.5592,530.7308,254.4083,51.2435,367.9591,224.5502,193.3663,1910.6332,3882.8983,365.2681,7.6914,36.5686,289.9655,67.4327,512.6621,348.7176,255.0008,454.4529,1781.412,436.4537,5220.6982,634.4715,590.7136,192.9629,647.8165,235.2255,314.7914,0.0,977.9771,246.6985,203.3315,5077.9069,27.7789,0.0
AUT_N,123.2015,1.8423,7.2639,32.0517,1.4478,315.9002,21.7101,88.5587,124.6953,57.6365,180.1481,114.4478,69.4339,108.4937,167.3331,259.0045,223.2358,183.2161,433.3718,185.4463,59.1709,266.4985,367.3879,151.9917,1354.7178,1999.5301,690.4033,22.9623,186.8758,343.1737,76.3297,504.3535,180.2796,162.5719,434.6461,651.4018,1672.845,1191.7554,2022.2965,625.9804,298.0631,690.0983,207.224,206.9933,0.0,3925.2433,2.2904,643.0787,561.0716,8.3423,0.0
AUT_O,5.8185,0.1181,0.5511,2.4553,0.0953,25.5861,2.1119,9.0926,10.325,1.9258,8.5147,4.7364,5.4449,10.7961,17.5423,22.5876,12.32,15.4447,36.3943,11.0322,6.2627,22.0607,34.7108,17.6088,152.2526,132.4542,41.8607,1.7469,20.2982,44.5695,5.3708,34.7804,15.6433,9.4426,67.8293,89.4269,61.2329,130.0037,46.6854,912.7504,17.0517,40.0483,17.7521,13.8974,0.0,201.1652,2.8958,25225.6117,326.9221,1.2581,0.0
AUT_P,3.9839,0.1771,1.1136,2.4968,0.0923,21.14,1.8062,8.1501,9.0424,1.891,12.6433,7.6963,5.0538,5.8587,17.5803,14.277,13.9797,10.0126,31.014,8.5359,3.4222,17.0085,27.3294,14.5142,37.4357,108.7955,28.2436,0.1514,10.1482,25.0884,1.6102,10.4047,6.1916,5.6788,39.0919,84.3604,12.4564,136.4193,15.0599,54.2406,146.0363,86.6304,11.3191,9.7171,0.0,2109.7032,1503.0706,16832.5434,2118.4529,1.5737,0.0
AUT_Q,66.9166,0.0577,0.2719,1.0761,0.0449,27.6682,3.9089,3.683,4.7116,0.7596,5.8754,9.4267,3.3168,2.9815,3.4873,5.8012,3.8923,4.1804,5.93,2.8052,1.2716,6.7481,8.9189,3.3268,10.7596,40.6638,13.0353,0.2683,3.0534,7.9583,1.3869,21.2734,3.6157,5.3937,30.1103,13.7741,14.9608,49.7707,5.899,45.702,13.2494,643.7972,2.3538,6.6669,0.0,6898.7057,4760.3568,25326.6122,253.1774,3.5967,0.0
AUT_R,2.3843,0.0365,0.2535,0.837,0.0356,74.6132,1.8392,3.8503,9.8122,1.2101,5.9443,3.3409,3.6222,3.9862,6.7326,8.3327,4.5597,4.995,12.4493,3.3488,1.485,9.658,7.9737,3.6931,21.2389,101.9075,12.1142,0.3127,3.2842,8.4501,3.77,53.849,162.492,15.8362,20.6116,31.5279,27.1241,77.1543,25.5805,17.1666,10.493,16.5318,199.1916,7.0574,0.0,3667.0393,131.2588,972.6837,227.8835,21.1965,0.0
AUT_S,17.1626,0.0845,0.4598,2.2512,0.135,27.2987,3.5837,6.4299,6.8433,1.3881,6.3674,3.8405,4.819,5.8651,8.7089,11.7658,5.94,6.3464,17.1773,6.0345,1.8767,23.9944,7.7136,9.602,43.2765,212.8653,17.0115,0.4188,3.2509,10.5042,2.3514,147.3123,10.6241,6.5887,44.836,45.5829,26.3167,92.8085,22.669,36.131,13.2916,157.4343,13.3784,138.1053,0.0,2969.2775,2043.4953,2008.151,83.2399,1.6146,0.0
AUT_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.2778,0.0,0.0,0.0,0.0,0.0
