V1,KOR_A01_02,KOR_A03,KOR_B05_06,KOR_B07_08,KOR_B09,KOR_C10T12,KOR_C13T15,KOR_C16,KOR_C17_18,KOR_C19,KOR_C20,KOR_C21,KOR_C22,KOR_C23,KOR_C24,KOR_C25,KOR_C26,KOR_C27,KOR_C28,KOR_C29,KOR_C30,KOR_C31T33,KOR_D,KOR_E,KOR_F,KOR_G,KOR_H49,KOR_H50,KOR_H51,KOR_H52,KOR_H53,KOR_I,KOR_J58T60,KOR_J61,KOR_J62_63,KOR_K,KOR_L,KOR_M,KOR_N,KOR_O,KOR_P,KOR_Q,KOR_R,KOR_S,KOR_T
KOR_A01_02,2357.1655,75.644,0.6127,3.7096,0.0016,23393.8562,499.8793,677.1415,12.717,6.3337,135.2047,254.0194,435.619,10.7178,28.2525,26.7431,74.7076,23.9133,40.3656,33.7652,22.6201,26.9312,4.8579,4.3883,447.4173,68.9235,4.1452,1.0763,9.5291,12.4335,0.5329,5160.1333,11.3296,8.2852,6.1982,32.9123,5.4007,122.4326,13.3153,197.3839,322.5469,912.735,112.7537,54.5615,0.0
KOR_A03,5.1297,160.6548,0.0165,0.1858,0.0,2061.0207,6.931,0.3961,1.1582,0.3986,7.5846,2.7308,3.5858,1.2638,3.7911,3.8378,12.1871,3.9513,5.8524,3.9435,3.9091,8.2277,0.4434,0.5527,3.0802,6.7773,0.5825,0.1267,0.3222,0.4089,0.0799,2352.5546,1.0911,1.1579,0.7621,1.781,1.4599,19.8171,1.2368,66.2292,155.3716,172.8326,17.2941,5.5749,0.0
KOR_B05_06,0.0586,0.035,0.0097,0.0615,0.001,1.2987,4.3327,0.1521,0.3857,84.777,7.8647,0.244,0.9909,4.6512,97.4887,1.5554,3.5734,1.0792,2.2001,1.0965,1.262,0.3934,208.5271,0.6347,0.2605,0.3032,0.0251,0.0008,0.0012,0.0218,0.0099,0.0173,0.0169,0.0543,0.0217,0.0491,0.0487,0.3622,0.1739,0.0881,0.1233,0.8422,0.0267,0.0209,0.0
KOR_B07_08,1.1913,0.3813,0.0109,4.3889,0.1425,27.9454,9.209,0.4277,20.8063,12.4194,460.1546,5.2391,26.1098,2325.2504,258.5899,20.3423,36.0802,8.8289,16.7611,11.5046,2.7245,5.9207,1.1815,9.8306,239.7754,5.8562,0.3207,0.2295,0.1979,0.288,0.034,6.7219,0.3625,1.007,0.1559,0.3743,0.3448,6.277,3.1477,5.4506,0.875,6.6602,1.1236,2.1737,0.0
KOR_B09,0.0214,0.0243,0.0134,0.2949,0.0053,0.0288,0.0041,0.0004,0.0455,6.2022,0.4418,0.0034,0.0268,0.4554,1.8737,0.0567,0.006,0.0047,0.0316,0.0022,0.001,0.0036,0.5531,0.0143,1.7505,0.0139,0.0506,0.0042,0.0052,0.0157,0.0006,0.0055,0.0001,0.0,0.0001,0.0,0.0362,0.0493,0.0129,0.0259,0.0027,0.0072,0.0033,0.0015,0.0
KOR_C10T12,5552.6312,275.8384,1.2234,10.2143,0.034,15912.8592,1012.3637,26.5651,98.7827,68.7556,903.0304,224.2328,190.1657,81.8349,221.5918,253.817,599.7705,191.142,370.0591,214.1153,174.5236,77.431,43.8972,19.7688,159.371,664.5024,30.0656,27.8634,42.4036,101.8512,4.4012,29694.7024,70.5787,53.7964,55.0807,206.1005,26.4647,905.3253,196.7228,628.6758,1508.2957,2051.5277,1184.0556,296.1384,0.0
KOR_C13T15,121.1145,344.2689,2.7323,15.4164,0.072,496.3165,13805.1043,63.254,342.3651,102.8353,379.863,109.7415,1213.047,216.3435,543.2549,690.873,1384.5842,485.4859,783.3539,977.8597,500.8369,997.6759,99.8518,108.009,377.237,1277.1062,286.3693,32.7406,4.5238,583.2465,67.26,797.5046,120.147,80.7657,24.2207,361.1956,87.5211,486.5979,523.9797,808.0234,253.3524,1046.8842,444.7302,818.7294,0.0
KOR_C16,34.0001,145.7449,0.9195,2.5071,0.0143,85.3152,74.2739,1153.914,39.1326,12.2275,49.8698,5.7521,41.3886,87.8843,113.7215,170.5417,83.049,67.7985,137.2335,80.8894,31.184,1042.8023,175.2582,5.9004,3130.1269,105.4792,5.3619,1.4634,0.1716,346.9944,0.2756,184.3037,2.7867,2.5862,2.2154,2.1124,1.373,7.9724,22.5238,3.3386,30.6797,47.8905,22.0582,23.1824,0.0
KOR_C17_18,265.3612,17.6611,0.5207,7.3058,0.0255,1990.6976,768.5455,99.672,9354.7931,111.1124,759.4503,312.4659,469.9358,279.6451,200.8616,488.3031,638.9312,596.0148,345.3523,230.2392,81.6972,321.4647,27.0304,34.077,431.1933,1736.8615,125.5565,16.2859,5.4217,261.9924,300.2115,704.0102,2255.6614,154.7845,211.5833,1204.0405,98.2416,2935.493,303.2671,611.491,575.7779,552.7543,348.1764,440.9148,0.0
KOR_C19,596.8013,592.6496,0.9366,103.8812,0.8566,383.7624,635.0605,58.6693,269.3007,8045.0879,16501.7285,214.9671,1656.7455,1424.4556,657.5162,746.8074,1382.0125,591.5659,522.1885,578.7664,311.9281,164.802,2408.1312,254.985,1727.6051,3585.8685,7459.6821,1490.1595,3623.2408,397.7539,199.0519,1358.2252,166.0778,143.7601,94.8902,285.9838,492.2775,2396.4585,476.2744,1398.8089,1367.606,1734.5099,364.5422,720.2519,0.0
KOR_C20,2231.5092,45.8134,2.1273,68.5551,0.3561,644.069,3448.3274,351.6127,1137.5803,1749.7783,28643.8663,1153.9574,11939.7727,1018.6247,1166.1454,2017.3271,7992.2323,2783.7701,1098.8763,1616.7866,459.517,695.5547,1035.0313,245.0423,1650.5684,967.2617,419.6323,77.8306,143.7734,124.5122,18.1249,706.1627,372.4159,52.0032,54.8381,122.6659,80.3358,1966.0246,647.7949,309.6403,302.594,1573.9811,365.7721,1711.5168,0.0
KOR_C21,60.1097,12.5267,0.3745,1.4042,0.0114,144.9677,177.4356,7.3327,19.7051,12.7491,70.6504,993.4698,49.2506,17.9792,53.2676,65.3279,173.0031,50.8637,95.8669,55.3285,52.3788,23.952,7.7296,15.5688,23.3023,52.2965,3.3633,0.7816,3.1453,3.7512,1.0999,50.2237,3.4821,7.8446,3.1788,9.2017,5.7911,317.3498,14.2815,118.6858,53.3431,12186.4121,10.3204,15.4026,0.0
KOR_C22,399.8285,151.8909,3.3839,25.1348,0.1672,2372.0196,1783.2401,102.3201,374.6938,135.823,1839.8753,293.2224,5953.2143,448.2049,566.337,1589.0385,6503.0457,3807.2354,3364.7722,10013.0778,674.5889,1783.8124,254.2011,86.6556,7271.1359,2562.942,596.4572,22.1571,25.5708,393.8932,4.2416,1321.742,81.6926,33.3585,36.7643,95.7782,64.0437,1975.9386,336.8564,124.7663,212.5738,373.2671,110.7543,432.1347,0.0
KOR_C23,19.5539,3.1736,0.3313,15.1863,0.1376,617.1638,167.4849,21.2164,115.5215,70.4332,658.0033,256.1036,218.93,5228.34,2050.4232,435.4606,3195.8398,1001.2185,480.1701,979.5314,196.5872,187.807,41.458,55.672,18132.0721,148.9571,31.12,10.335,5.6954,42.4359,0.8408,357.5894,6.1054,12.1163,4.6889,14.3401,54.8169,206.2268,63.2631,93.3085,59.4239,107.0098,123.6491,26.5361,0.0
KOR_C24,61.7766,12.9089,3.0951,8.3164,0.2728,227.3375,164.6111,39.7189,74.2201,293.3354,1070.1426,99.0421,736.5325,586.086,31493.7492,12372.2898,4249.1162,6070.6848,8303.2957,8359.9524,3777.0427,1089.8232,522.3963,143.7012,12063.3215,246.9084,89.9892,11.678,42.2496,88.2553,5.245,193.1535,23.6661,50.3632,15.2585,56.4593,52.3516,592.4609,56.1265,107.3382,140.6363,251.7934,62.7878,136.4683,0.0
KOR_C25,65.0889,17.3118,11.0653,44.4107,0.4935,1573.9993,846.8453,207.4606,142.3757,932.2635,1073.8045,167.5182,875.0299,542.9309,1574.9124,11260.8685,3169.6967,2973.7151,11606.8697,8451.3819,4441.0791,1535.3991,626.8671,100.1136,16697.899,853.012,202.3481,44.9598,37.8479,351.8156,19.0405,844.4429,56.3204,51.2034,53.7995,194.356,82.4055,699.5602,348.0364,502.383,242.3906,293.974,222.72,646.0086,0.0
KOR_C26,159.0318,35.2241,3.9101,19.1657,0.1454,1177.553,2072.9983,98.8558,327.5544,447.9571,1061.6633,255.5612,880.9931,311.3138,1009.9846,1214.9366,39094.1712,4063.9487,5135.7064,4663.8152,1686.2158,777.6332,601.3063,126.6911,1732.0374,1951.0801,200.2429,33.0201,44.9024,252.227,77.3712,660.7055,333.2615,1171.1301,1595.6909,544.1018,240.1337,5115.4382,473.4588,658.0794,904.0096,3238.213,196.3234,3469.9311,0.0
KOR_C27,36.5057,49.656,3.866,14.6957,0.0934,256.9599,675.2094,34.0112,90.6289,120.2596,284.0561,57.5483,316.638,161.0415,654.8067,753.9757,5967.3987,9875.7315,4194.471,8513.4842,1167.946,694.1343,864.6999,91.4563,6496.727,928.2918,715.3451,26.272,23.334,283.382,25.518,580.8276,146.7163,740.4421,118.9601,199.8044,202.407,1580.7403,329.9149,253.5826,274.5764,350.8306,193.2578,1351.6544,0.0
KOR_C28,100.9701,57.7257,6.6357,53.3243,0.5446,488.3534,1040.3341,48.0231,135.0535,564.1031,474.9324,88.0448,1644.9159,306.4658,1046.0841,1976.5533,2592.8015,1750.9344,16510.2336,3189.3412,2682.5983,754.1539,321.5734,276.569,4129.2373,456.7098,83.3555,74.9787,26.7764,117.377,6.7491,159.6409,33.3264,53.5636,36.141,98.149,98.7152,734.3738,150.6215,188.7141,206.5057,290.3993,48.6644,216.3669,0.0
KOR_C29,53.9457,22.3302,2.8061,30.8274,0.0835,307.0013,761.4484,40.7879,110.0144,134.1042,297.2438,77.6692,442.3811,279.9551,529.4843,631.3061,1699.4694,1946.735,2371.4779,52784.2684,485.1462,213.6846,187.1857,159.3309,1211.6293,3772.2456,3220.4335,14.8423,10.4286,813.169,59.7422,161.2331,94.7853,148.3373,48.5437,104.5978,51.94,744.2365,336.0215,400.6653,129.5348,341.4658,124.8685,303.3827,0.0
KOR_C30,11.5919,99.5515,2.1303,20.6107,0.0432,210.6708,580.3482,25.5963,54.9282,51.6523,140.9987,36.5161,163.3622,68.814,191.891,504.898,580.5548,251.1342,738.9182,407.2378,2063.4166,111.6917,36.1852,13.4802,513.7493,68.7436,136.1701,395.3909,423.58,36.1862,13.9311,32.2284,5.2177,12.6507,5.447,15.1184,5.4811,179.0143,55.8926,356.3654,28.7249,122.4537,11.6791,72.4825,0.0
KOR_C31T33,34.0173,20.1484,3.9803,15.9192,0.1218,784.8805,2359.9216,80.7563,200.6149,74.4247,431.1812,121.0695,492.4401,193.9152,566.3346,730.8355,1775.8682,550.1086,1085.1319,558.7753,624.1196,1054.0594,61.9894,51.6193,1970.2611,426.424,55.8608,7.0526,2.9501,91.0963,48.8778,925.93,142.8531,77.9779,76.3919,304.6601,388.2419,988.655,401.3185,470.2465,1544.6996,765.3273,578.5137,311.9835,0.0
KOR_D,638.1698,132.5401,5.9657,91.9778,0.4741,1242.7072,934.8526,156.0047,1128.234,2167.4734,4806.604,191.0688,1372.2017,1600.7984,7285.8903,1768.6741,4153.3769,869.0023,1298.4898,1213.9932,276.5694,286.4763,12626.7489,833.0792,941.5848,2484.1419,1040.6209,25.8192,27.8903,861.7683,65.9219,2503.6069,354.6164,798.3006,213.825,969.8105,1105.7396,7641.611,447.1903,1375.0611,3069.3567,3221.0133,1042.3598,672.4397,0.0
KOR_E,64.908,24.2878,0.3346,13.6831,0.0943,355.9345,183.7659,20.3359,382.8457,79.109,712.1133,29.8785,806.9839,306.6859,2631.8543,380.13,127.5477,116.5028,421.1743,124.1703,28.1303,55.8959,135.3105,558.2755,158.6144,177.8095,135.4656,3.6121,0.8319,115.0595,10.0871,1572.7742,89.3639,107.6095,22.9342,220.4235,384.1998,549.6452,180.2641,381.0853,493.1053,1280.9589,186.5568,276.9526,0.0
KOR_F,76.321,16.9592,1.0367,17.0715,0.3755,119.2479,78.1189,11.5098,40.2062,77.9824,152.5842,18.9353,123.5615,58.9418,232.2132,172.1508,239.6394,147.1875,161.9549,120.0026,49.7163,37.8113,500.996,41.8152,378.5359,550.2003,104.6934,32.1353,17.6557,127.6495,50.3639,469.1059,118.0252,219.5727,88.1719,258.036,9043.6126,779.8739,197.8507,868.413,273.3216,196.26,137.6908,101.6508,0.0
KOR_G,2250.7636,289.4924,4.5061,65.2828,0.5017,12837.7754,5624.5252,501.6297,1993.4536,2579.4665,7268.0822,1925.2472,3932.9874,1386.0303,3885.429,3271.6741,12769.6408,4146.0596,5236.0001,8721.1148,1367.7528,2124.7582,1119.3871,249.8563,6632.2039,14437.5323,1346.1819,408.8765,430.5802,763.5613,123.108,11137.0381,1177.7631,2331.3798,421.3804,1143.8583,560.9125,4144.1365,870.7478,1394.9565,1794.3133,5846.3315,981.0561,1424.6192,0.0
KOR_H49,171.3829,44.2654,12.9495,317.326,0.5439,1979.2382,972.8268,180.3589,911.9471,1182.2915,2318.7143,332.3182,1114.5098,2206.1312,1855.5773,1132.7854,2200.4481,811.4345,1437.5512,1804.1491,374.4672,344.855,512.9203,611.8774,1225.5574,4601.9146,544.3554,126.1965,69.2682,281.2327,101.7606,403.9911,410.9581,68.6745,300.2368,484.3629,226.2976,1558.3762,742.9774,1252.633,298.2358,308.8974,124.4105,314.0749,0.0
KOR_H50,18.7398,3.7619,0.0624,1.1679,0.009,67.6742,49.2123,5.5233,15.2705,510.8344,136.2696,7.6132,40.7144,31.2445,199.4088,39.1816,179.6409,51.7237,72.4346,96.2205,20.8654,17.4909,247.337,6.0408,98.7889,47.027,28.7443,10.5329,13.0197,9.338,1.3977,67.2467,6.2392,4.2858,4.384,6.9809,4.5702,40.033,9.0258,12.3311,15.2519,48.1321,8.0372,18.1203,0.0
KOR_H51,23.0815,9.0975,0.0732,1.4764,0.0664,175.6441,152.4346,13.7877,26.5081,293.8359,217.8466,328.619,129.7227,96.2817,229.8835,147.8702,1022.8635,436.273,535.5798,230.1543,77.6699,60.5723,184.9768,4.5511,127.1544,1565.7858,192.4068,4.681,34.9842,126.039,36.7081,177.0859,281.7765,96.7613,440.4665,139.322,32.5318,537.0359,78.729,194.8042,41.7618,93.7797,51.3612,126.9821,0.0
KOR_H52,221.0455,276.0945,3.4877,144.5998,0.2521,1550.8767,438.685,69.5445,266.9252,216.5167,1208.8276,162.8625,547.7103,906.5077,1154.7503,576.0613,1358.1768,423.0715,720.3553,810.8028,141.6618,164.9629,39.4637,234.9509,493.2761,6829.7865,3356.487,4321.7785,1502.9936,1267.9217,58.1452,164.4012,158.5191,15.917,33.5147,77.2061,48.6398,651.0678,369.6708,44.0969,46.7027,63.7087,41.5646,82.8516,0.0
KOR_H53,77.4193,10.1598,0.227,0.9564,0.0469,46.1136,30.1338,8.3958,11.9122,16.7459,57.6604,48.066,38.974,41.5744,81.3222,51.4525,63.0512,21.0632,46.2677,96.5648,14.8402,17.19,14.8928,98.7461,501.3747,759.9693,23.522,3.15,0.2269,1027.4828,1864.8308,273.7585,29.5246,16.6833,23.1997,52.9635,9.2603,351.3111,266.8955,1003.0997,131.2819,334.4499,76.5169,16.8513,0.0
KOR_I,329.8949,174.9578,3.3824,87.8126,0.1036,552.8882,597.9025,101.4226,398.6797,372.6859,1108.9377,187.4951,578.6148,427.6902,1020.4447,1004.9689,1544.1478,612.0723,1244.1855,836.1837,199.8573,362.7847,365.4882,334.238,1061.4678,8244.1239,400.9716,118.2233,403.6848,878.7311,98.5308,1361.5865,924.8423,643.9561,667.6191,3482.3941,876.7641,7532.4465,2266.5938,2366.8079,6392.3807,4630.1417,1392.417,2896.6727,0.0
KOR_J58T60,69.8606,19.1508,0.3628,14.0317,0.1265,118.354,97.363,12.7285,87.7864,137.8545,184.6203,28.788,116.8756,68.7156,199.2486,199.9327,471.0183,180.4357,192.4177,111.6061,52.7793,77.1586,60.8195,122.7653,340.9498,4274.1101,174.5334,101.2323,122.2783,520.956,167.2453,867.653,5560.7228,357.8026,765.8517,1441.6435,279.3812,7094.2824,859.9271,1714.3433,2474.0772,672.6616,1676.3599,1030.324,0.0
KOR_J61,106.5888,25.2873,0.9326,9.7028,0.0946,130.2777,104.9912,36.933,88.1055,140.3141,189.208,33.8778,123.5615,169.6933,172.4847,231.349,406.6714,193.6734,177.7582,163.1177,33.3075,79.7421,66.5254,86.5088,279.2707,5092.1541,182.8457,61.0947,14.4577,495.6063,218.5688,750.0128,766.0479,4103.9853,686.1839,3228.2224,307.041,3834.492,1345.3341,931.2139,777.5552,261.0697,202.5063,414.4368,0.0
KOR_J62_63,19.6583,3.4387,0.5411,5.0624,0.0557,88.4014,48.7051,6.674,57.8573,178.3073,124.3823,11.7231,104.7968,31.0838,205.4631,121.7987,531.4756,80.6167,209.7622,178.6527,32.0794,28.9779,59.6231,62.0209,160.5064,690.6324,164.2875,23.0056,14.815,137.4398,74.1721,92.7659,1074.4891,1297.2223,3081.4699,3035.6344,147.4246,2580.1071,203.52,975.4931,702.4248,183.8837,266.8519,118.4819,0.0
KOR_K,1120.7552,333.3395,9.4623,154.2772,0.6627,981.0177,827.3251,159.0563,543.6925,429.0707,1302.7499,315.1602,1172.8493,594.4604,1788.8351,1477.3554,3058.3776,1105.4511,2379.5592,1726.1867,664.0965,322.5152,1267.0405,504.3747,5254.518,6144.4625,853.9586,429.1916,246.7081,815.9109,65.729,2539.5538,897.3053,867.0027,444.774,22646.0972,21887.6058,5013.1844,728.2195,4507.308,1524.7716,3387.3564,536.1552,1193.2503,0.0
KOR_L,27.9545,7.4624,0.4801,5.0402,0.0738,200.9847,248.1953,25.0776,90.777,139.2714,184.9958,44.3628,104.4725,81.699,294.5874,253.7951,617.6892,243.7731,193.8629,210.0473,42.8749,114.9473,188.2376,117.7662,686.8604,6237.8431,172.3354,31.6092,31.3191,470.3496,44.7788,5676.9982,313.9278,257.2726,367.6126,3491.5311,2764.9812,3920.8998,714.1146,1050.3257,1614.5833,2107.9476,406.1871,781.4475,0.0
KOR_M,491.4412,104.6646,45.5189,123.9542,1.8279,3815.4145,1099.8351,166.857,771.1882,3822.7496,8721.718,1686.9635,2017.2934,1556.1992,5369.121,2294.4124,6340.0736,2959.8512,3079.3974,4502.512,1311.0914,850.3328,1785.7715,592.2478,16332.5702,8124.8565,608.7186,218.627,49.1521,1774.2768,174.8358,2290.5246,2225.0214,2625.1334,1800.5762,4696.6242,788.9493,9436.311,2546.4561,1534.9148,1854.3016,1041.6703,655.9289,690.0479,0.0
KOR_N,77.2419,82.1793,1.0405,124.1847,1.1135,446.774,412.5,51.6115,295.6186,484.8811,632.2671,93.6583,462.2086,272.4843,1424.7706,737.7532,1719.6867,520.1761,552.8987,1120.1046,1237.5041,166.8191,765.9141,312.2336,6562.7723,5185.3905,853.2199,1969.6182,1954.7393,2080.5972,330.9197,1105.0513,966.9526,1933.5526,1016.0289,5968.0676,5017.9602,6082.6697,6013.0433,3047.7038,1499.2079,1195.1045,1491.5494,368.7913,0.0
KOR_O,17.7044,84.5501,0.1297,1.0063,0.0396,109.6195,34.0742,2.65,28.3809,28.2265,47.7776,59.7108,22.6721,13.1543,40.5105,22.5492,84.3124,35.5769,29.0863,16.5715,9.6086,64.9557,63.7209,20.346,34.787,148.3956,19.984,20.6327,530.3164,10.6749,1.1058,77.6612,46.6535,40.006,15.5959,273.1275,31.6311,61.5744,54.2869,1379.0109,25.9321,30.0935,16.2309,18.8048,0.0
KOR_P,19.0955,6.6547,0.2834,4.8201,0.0175,66.0578,49.8343,8.7965,33.0561,44.0492,114.7949,14.5095,72.1544,39.8068,125.2823,118.2576,159.7222,83.397,131.5108,77.9543,24.553,40.0142,41.6336,25.895,107.5837,837.3224,28.4525,8.6533,18.3661,69.657,15.1117,176.2279,69.3036,74.7582,51.1032,415.6497,107.171,614.0498,148.7483,111.646,354.715,248.8216,75.749,217.1552,0.0
KOR_Q,80.1548,45.3322,0.6739,11.8799,0.0142,109.0056,68.182,21.9842,48.371,47.288,118.5831,35.7302,106.7044,56.8318,154.285,170.1569,206.4269,107.8218,218.2372,196.098,39.2191,49.6627,62.314,65.3539,408.4265,901.1598,99.2557,12.4274,12.7442,56.9428,37.5468,499.9496,96.8918,61.3972,76.6833,448.5746,107.9636,656.9717,207.5921,99.0534,312.4447,726.8974,126.2486,163.5412,0.0
KOR_R,33.3408,19.7807,0.4948,17.4726,0.0028,64.958,55.2436,16.7416,37.434,48.9887,86.2095,15.9899,78.7571,41.492,146.3261,127.9773,99.2537,63.5875,127.3862,59.4331,17.6913,29.9506,29.993,35.2239,187.8082,320.7454,36.0861,12.142,9.0865,107.5192,13.5058,141.6679,1407.881,57.0628,99.0586,315.619,98.1523,628.0451,144.6108,88.1837,594.8613,166.1921,464.712,189.1332,0.0
KOR_S,81.9946,24.751,0.4128,9.866,0.0949,112.0446,57.3354,13.1437,53.4143,77.2216,136.6744,24.403,81.8167,60.1766,158.3865,142.8888,563.3956,256.858,295.7353,86.5489,23.3375,64.1433,92.5911,41.14,225.1472,1872.3505,78.924,19.3158,15.5681,232.3619,49.0445,406.6256,107.0748,223.1822,97.276,443.4419,217.8044,1137.8541,273.2038,105.7653,421.6331,235.1216,238.8242,969.1479,0.0
KOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
