V1,NLD_A01_02,NLD_A03,NLD_B05_06,NLD_B07_08,NLD_B09,NLD_C10T12,NLD_C13T15,NLD_C16,NLD_C17_18,NLD_C19,NLD_C20,NLD_C21,NLD_C22,NLD_C23,NLD_C24,NLD_C25,NLD_C26,NLD_C27,NLD_C28,NLD_C29,NLD_C30,NLD_C31T33,NLD_D,NLD_E,NLD_F,NLD_G,NLD_H49,NLD_H50,NLD_H51,NLD_H52,NLD_H53,NLD_I,NLD_J58T60,NLD_J61,NLD_J62_63,NLD_K,NLD_L,NLD_M,NLD_N,NLD_O,NLD_P,NLD_Q,NLD_R,NLD_S,NLD_T
NLD_A01_02,3664.873,0.7456,18.5928,1.3145,2.0345,11703.7992,127.129,71.9279,25.0328,17.3888,65.8321,15.9977,68.8109,10.6338,18.7477,24.5823,48.2121,10.7307,29.5584,9.3667,12.4735,93.8556,65.8479,12.5482,210.9676,339.1833,50.532,9.3747,20.8126,49.6957,2.2717,380.16,13.2986,11.5692,23.0617,25.3075,67.9551,81.6203,219.5815,113.903,17.0357,257.5331,23.3296,35.3177,0.0
NLD_A03,11.1414,7.5681,0.004,0.0007,0.0012,183.8174,0.1725,0.0034,0.2224,0.7013,3.0437,0.9172,0.0536,0.0114,0.0145,0.0213,0.0169,0.008,0.028,0.011,0.0115,0.5533,0.3665,1.5261,0.1337,2.5556,0.0552,0.2678,0.0118,0.0747,0.0042,25.6212,0.0245,0.0135,0.0608,0.1149,0.1493,0.22,0.14,1.9518,0.1646,13.9467,0.7631,0.5783,0.0
NLD_B05_06,52.2451,0.0231,176.6401,35.6482,70.217,42.0523,4.3426,0.5902,12.5152,2360.5077,170.5187,2.7926,5.9217,5.9572,152.8532,10.6504,0.6255,0.6732,1.0467,1.4315,8.8184,3.6772,177.8507,4.1343,99.6903,42.9265,3.1028,0.1931,0.1882,7.4381,0.6357,29.3621,0.8583,1.4301,2.1609,6.1085,8.2458,45.9855,7.0834,7.6429,15.5563,29.1179,12.8964,13.9911,0.0
NLD_B07_08,34.0703,0.3824,4.0396,47.6321,37.6251,4.8755,3.1822,0.0,1.7742,0.0,196.4606,1.2859,6.2866,199.6355,109.2737,7.5593,0.0,0.0,2.4111,0.0,7.3389,1.3535,0.0,3.0979,395.3788,12.7007,0.0,0.0,0.0727,0.0,0.0,0.0,0.0,0.0,0.8039,0.0,5.0994,21.0932,2.8466,42.2045,0.9519,0.0,0.0,0.0,0.0
NLD_B09,0.0,0.0,390.7266,80.5508,146.1077,0.0,2.6197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7027,0.0,0.0,0.0,0.0,0.0,2.1097,1.0999,0.0,0.0,239.6352,0.0,0.0,0.0,0.0335,0.0,0.0,0.0,0.0,0.0,0.6533,0.0,4.1441,17.1418,2.3134,0.0,0.0,0.0,0.0,0.0,0.0
NLD_C10T12,2855.0538,14.5364,3.5015,13.4549,11.1481,12140.3303,85.5675,3.1938,75.3921,179.248,608.1654,239.517,50.2642,63.774,35.9451,46.5045,82.1645,21.8074,50.7274,14.1969,14.5428,334.8653,97.3333,385.3887,228.9759,1533.7508,41.6554,14.0944,13.9144,31.0831,14.9346,3701.1311,58.952,13.5391,108.3821,159.398,78.202,390.8256,139.9421,184.6865,78.587,935.7725,537.2433,79.4006,0.0
NLD_C13T15,6.0508,4.2642,0.5691,0.0582,0.1154,3.4209,388.0063,2.6834,21.4634,1.2267,4.2388,0.4659,19.3217,2.6056,1.471,4.5535,17.8428,15.0522,13.5841,12.5684,0.8474,37.5187,0.8779,3.9445,27.7792,22.0669,2.8543,1.2649,1.7083,2.4671,3.2366,7.2681,0.4453,6.0398,1.5281,2.1813,2.4355,26.1351,55.1301,53.4925,1.8986,119.5154,4.1383,22.035,0.0
NLD_C16,34.4349,0.0307,1.38,0.5883,0.7382,76.7046,15.6557,483.7001,19.3754,3.6103,35.8215,19.9652,36.7321,20.2946,30.1331,76.6934,12.1336,5.2703,39.4455,15.1634,21.1747,191.4476,4.5963,12.4946,1088.5507,109.9771,11.0556,1.5468,3.2524,40.8211,1.0995,22.4845,9.7034,7.0308,13.1702,9.963,270.033,29.137,169.2692,15.1663,10.6215,17.0751,4.0614,43.8586,0.0
NLD_C17_18,25.288,5.0985,4.1629,4.838,8.3042,791.5396,12.6392,7.1214,2118.5598,5.8258,102.1419,61.8428,93.1598,32.8599,46.5718,59.5847,34.244,17.6478,112.3916,44.627,13.761,82.3127,21.9204,46.5117,117.9169,497.0159,40.2318,18.4257,11.3486,41.8597,5.5726,77.1234,751.0523,49.0311,124.5529,120.7449,58.7544,286.7242,308.5202,152.2002,135.1327,351.8528,44.2985,40.5442,0.0
NLD_C19,342.1554,27.5404,7.9026,8.3884,10.0355,54.5914,7.53,5.7677,15.6979,1756.9762,1817.4155,11.1091,30.7375,40.6447,23.1521,51.8807,6.9454,106.2222,25.3124,7.8477,11.9277,89.2763,276.2813,50.8695,516.6983,519.6885,1266.6217,532.3832,1856.953,172.494,20.7375,29.9792,7.7135,2.0065,51.7595,127.6926,77.3833,170.5818,301.482,98.8757,73.2072,49.4086,81.5534,58.0825,0.0
NLD_C20,467.7132,3.2987,8.294,17.772,21.2904,363.2297,392.3983,50.6569,463.9557,566.9297,14159.7148,190.8085,1721.9514,140.4483,87.3925,135.7758,190.2112,135.1647,64.0016,110.1081,51.2329,301.2411,49.2636,71.1574,734.936,299.5963,59.6465,24.0246,67.8108,13.4278,4.1097,24.2417,66.3209,6.7839,48.3743,30.6902,89.8997,392.9862,199.6551,76.0821,54.5617,434.8417,27.4123,172.6643,0.0
NLD_C21,29.1706,0.1258,0.2838,0.2678,0.3725,73.3743,4.3183,3.0886,6.3741,5.2025,73.5493,363.8272,9.3355,8.1206,3.0,9.9263,29.4368,3.4163,17.3309,4.4407,3.8422,10.1916,2.1945,2.0074,63.1056,39.4584,1.6575,0.6003,1.1938,0.9867,0.1689,7.5628,2.5202,4.1193,5.1507,1.7102,6.3114,96.7942,5.6957,44.522,6.7758,608.3068,1.7404,2.0403,0.0
NLD_C22,60.0435,0.1594,4.3797,0.4922,0.7459,266.9682,16.926,47.5645,91.8329,12.2628,212.4295,28.0022,349.2049,114.2509,33.2342,126.2503,29.9204,53.461,173.2583,185.4756,61.3774,174.3516,9.7993,15.7481,823.2794,314.8753,92.0212,7.4023,4.283,24.1906,3.1966,12.2179,32.4934,9.1653,20.7714,16.6007,94.8291,100.1867,101.7114,24.1813,12.5664,126.1165,9.9805,38.7308,0.0
NLD_C23,39.6709,0.0643,0.4041,3.4304,7.5652,176.3713,2.9764,20.9442,3.3545,1.7484,27.3037,17.3271,11.8205,615.9708,35.445,66.7232,30.3883,61.1657,27.1437,26.3844,17.3903,90.8491,10.883,9.3806,3667.6272,33.5431,2.3705,0.6679,1.3771,0.8783,0.1475,27.2821,7.526,1.9211,5.2814,24.0472,305.494,50.2671,73.9385,31.9232,18.9335,55.4511,13.8835,16.7877,0.0
NLD_C24,2.8595,0.0,0.0,0.0,0.0,0.0,7.8561,3.1917,3.8128,0.0,32.2933,0.0,48.724,45.7228,1171.351,2334.6165,43.6272,152.0119,722.4287,307.1819,95.7133,93.3461,0.0,4.202,1197.9269,74.8464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8367,16.4954,0.0,1.8378,19.1698,0.0,0.0,7.3422,0.0
NLD_C25,59.6033,0.8873,5.6121,6.4163,15.6425,651.1413,13.7513,93.4381,31.0702,16.5319,259.2857,13.7441,65.8707,24.8634,47.3658,3130.4173,120.9609,25.8386,1957.0744,578.3984,650.1544,1827.0539,61.9581,93.5278,4499.9461,468.2735,46.1714,11.3328,29.3215,22.481,2.6269,27.9043,15.2989,10.0673,36.9793,20.4938,115.7632,439.9356,50.8013,447.1718,82.5097,60.6092,13.5445,26.8324,0.0
NLD_C26,85.9776,5.5634,5.2314,5.1236,15.7964,236.4739,16.5495,15.1612,33.1475,20.5289,138.7095,16.1231,24.9581,24.3282,35.2373,137.5353,1757.2727,156.0947,1477.1285,233.0766,323.7461,292.8195,47.0921,27.716,823.6289,843.5229,49.3651,46.7206,43.9118,49.5321,10.4465,86.1611,67.5458,862.5297,1051.6956,166.4441,92.2092,641.6798,267.2893,143.8964,79.8742,868.3506,72.0625,52.04,0.0
NLD_C27,52.6969,0.677,5.5806,3.2752,7.2765,163.0584,11.6731,11.0853,23.5067,16.1173,91.4599,11.4365,18.6005,17.8327,19.27,113.8933,135.7736,273.8333,233.3733,66.0135,136.3779,125.116,18.1644,21.7346,662.3426,343.5466,27.1964,16.396,18.3181,20.2395,6.2083,33.4229,25.8753,174.6476,57.0581,55.5929,40.292,210.5477,80.0791,71.7569,25.0838,57.9116,17.3646,16.4962,0.0
NLD_C28,192.3075,6.0129,26.0882,6.3763,16.831,198.2893,15.1802,18.8534,51.3288,42.0862,188.5766,22.1987,42.3075,39.4955,147.3443,253.436,122.6054,75.8782,3710.6575,370.0327,425.3392,463.2498,69.2966,52.8231,981.3488,729.6033,49.4455,69.3918,220.5991,55.9964,5.3903,53.6424,15.2014,45.0104,81.2041,34.6986,47.0783,374.8704,120.8607,180.5124,17.4341,47.5505,11.9871,16.0875,0.0
NLD_C29,21.1426,0.3891,1.8227,0.4378,1.0022,39.5154,2.9772,2.6697,7.714,5.1445,23.7963,3.0162,5.2931,4.9429,11.3178,15.9824,21.2768,4.662,34.6986,2599.3455,19.4263,10.8046,5.0364,13.8855,61.3898,802.9561,11.8028,4.7625,14.1307,7.89,1.1721,12.07,2.8446,4.1779,17.852,12.9938,10.7917,42.4875,16.6817,20.5515,4.1497,11.6175,2.1985,3.0138,0.0
NLD_C30,0.0,0.0,0.0,0.0,0.0,0.9698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1752,0.0,0.0,0.5707,106.0803,475.8839,21.5666,0.6405,0.0,7.1374,7.4028,23.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8919,0.0,0.0,0.0,3.8068,0.0
NLD_C31T33,665.2305,20.1354,92.2477,16.7519,51.0388,539.0429,40.1973,40.5018,148.878,140.3704,508.8403,72.5778,100.0973,124.4228,517.2788,242.7875,101.1202,64.3602,293.7292,117.6657,587.3633,292.4828,218.7388,194.4987,1209.4924,927.8579,156.7688,269.9142,876.2199,230.8938,10.684,209.816,28.3244,66.6473,173.8789,78.2623,201.8998,496.72,491.2035,649.1512,71.1544,344.5558,26.3279,54.9412,0.0
NLD_D,518.9434,9.3724,684.3761,16.9295,17.1336,570.3464,20.3897,14.4414,113.2741,248.2742,962.3054,22.3743,155.1003,106.227,348.3249,177.8285,26.5288,57.758,120.9688,54.9305,23.0,90.7903,2264.0673,195.491,1024.8214,1785.1279,214.7165,9.3503,11.1856,260.3548,22.0546,432.4845,41.5697,118.6708,157.3614,174.0192,625.6829,351.6931,173.2058,513.5806,275.8844,466.2507,424.6996,248.8914,0.0
NLD_E,289.9853,1.9439,28.6384,32.5875,31.4997,262.0268,21.803,10.4659,287.0883,38.7224,499.8596,31.4274,103.2669,162.91,531.2114,43.1632,36.6856,28.741,33.907,17.8494,13.3461,41.2521,110.8489,1951.0355,595.1883,321.3561,26.4653,8.6863,7.4282,30.1528,9.5668,110.4467,20.2083,17.9646,39.9171,80.8136,109.8828,229.4267,68.8349,730.6095,62.9671,236.9295,74.8712,44.9222,0.0
NLD_F,510.0251,7.0889,137.5925,14.7072,20.8569,154.6364,14.8902,13.8879,37.8437,44.8526,235.4596,29.576,31.8752,66.7948,60.2778,131.9422,38.8068,27.0503,110.5354,43.8093,71.6426,107.6128,1539.5205,148.1703,36743.1063,746.7783,164.1784,25.339,101.6253,1154.5085,10.357,174.0642,20.3136,622.8735,115.5331,118.7098,14634.1842,1775.3394,232.9047,3930.8071,935.6169,988.2231,193.4271,82.0681,0.0
NLD_G,3344.3747,35.5057,94.164,46.1044,66.0349,11656.3253,909.1293,520.2794,1248.5058,810.1468,4362.1766,515.1869,807.965,739.8037,741.8817,1784.1339,5489.9552,599.6346,2869.7845,2047.5861,763.3428,1756.2862,513.3986,1223.0072,7403.7821,8357.2534,1168.86,236.0165,520.415,404.4012,96.9836,2406.542,858.6691,743.3792,1719.4796,833.393,1012.5132,3020.2251,2306.0664,1816.1834,454.7988,2602.497,552.393,406.2093,0.0
NLD_H49,342.3498,4.3404,11.6735,17.3551,20.137,902.6881,47.7465,55.2478,114.2859,440.0278,470.1292,35.8673,77.3271,123.7825,104.1487,218.8087,363.8239,76.9165,261.2983,205.701,61.3197,138.4929,103.2277,288.5403,944.0091,1286.9054,5220.2918,108.8119,153.4044,751.4093,22.6697,155.3793,96.92,62.2608,106.4463,99.9506,124.5951,300.2864,391.1034,219.2103,63.7015,296.8902,51.7317,55.0795,0.0
NLD_H50,40.6502,0.5003,11.5868,3.4472,4.9585,127.172,6.0302,7.8541,15.8172,68.7121,74.4349,4.4808,11.8446,15.3494,16.0304,31.9546,49.3929,8.2824,39.6527,33.5909,10.6077,22.1734,17.9712,10.9487,118.1758,537.4952,268.9169,1283.5778,21.6942,166.5878,3.0915,22.5241,5.5127,7.2415,10.6453,8.3643,13.4468,27.5154,44.6104,15.9308,6.9464,27.5928,5.2668,5.2332,0.0
NLD_H51,43.4168,0.7012,5.1921,1.6565,2.6755,135.6051,8.4052,8.8348,20.5283,43.5822,70.0115,11.6544,19.6222,20.5774,25.3133,54.3622,40.495,13.5406,64.2246,44.0024,21.6453,73.8917,37.4157,17.2073,161.1497,187.894,50.2695,15.1529,202.8428,70.1726,8.1922,41.1073,10.2399,14.5705,25.7832,47.349,27.6782,152.1592,298.0685,80.6223,62.1121,86.803,12.754,12.9401,0.0
NLD_H52,167.0169,7.9411,9.0391,39.8623,64.3604,392.7288,21.743,23.1593,48.1183,357.4623,327.5885,16.1992,33.2356,51.9492,49.7847,89.0625,129.5214,30.56,106.4886,72.7582,35.51,61.2548,82.4464,90.1086,456.7285,1678.1392,1627.9032,475.3787,872.9913,2165.0693,9.3519,80.0361,33.0889,39.0562,106.7382,72.6179,92.86,195.005,182.0191,124.7841,31.526,119.6043,25.351,25.7689,0.0
NLD_H53,22.3146,0.6612,0.8483,0.7106,0.8154,47.535,2.7224,3.0028,8.5467,19.6019,29.8846,4.1634,5.2678,6.8819,5.9841,14.3723,18.3805,6.2982,19.2764,10.4922,3.5158,11.0042,9.8196,14.9802,59.7051,209.5942,241.9615,5.9598,5.9229,35.863,359.2465,17.0648,19.3212,18.9672,31.8347,51.4074,47.5737,1153.817,38.7081,103.7685,28.6401,82.3326,15.6065,12.9857,0.0
NLD_I,18.8965,0.02,11.5936,0.051,0.1252,124.7396,11.6836,5.2269,20.985,9.6573,64.5413,12.6258,17.2873,14.6463,43.4416,38.2411,55.4659,41.3169,59.0998,18.0413,22.3536,40.1136,34.9002,13.6692,131.4469,1007.2605,109.4157,36.1376,552.4539,111.5142,20.4516,106.315,127.7995,38.8316,193.6644,366.9395,45.4091,661.518,1016.3552,284.5393,83.8457,905.9371,283.3612,70.9003,0.0
NLD_J58T60,20.4893,0.5329,7.2107,1.442,3.8787,90.3884,7.5174,4.7832,36.1119,4.0793,55.827,18.4615,18.4602,8.437,20.4742,29.2656,496.9793,15.6741,41.3814,18.7811,12.1265,36.0504,31.8244,20.2751,129.1134,1076.3652,94.0267,37.9843,19.2605,46.6656,17.0246,80.2755,897.9334,64.0886,407.1933,232.2504,97.0993,1356.3615,587.9374,227.5747,153.3208,190.405,79.756,36.7884,0.0
NLD_J61,75.6021,4.2626,4.2368,0.8163,2.3226,52.0015,8.6856,6.4434,31.7728,7.6958,39.6663,12.6966,19.8411,12.1273,8.9378,38.4691,29.5015,11.4814,64.3267,15.8666,10.0591,49.516,50.8411,33.9662,301.7567,891.6357,77.1867,29.1284,24.3536,126.6185,17.4523,92.9894,66.8575,1378.4367,238.1587,682.0956,438.8924,1152.3707,208.6026,321.4042,146.9445,543.4156,247.2441,126.8853,0.0
NLD_J62_63,111.5267,2.7182,19.6152,3.0921,6.7943,274.0734,20.1117,16.6826,74.8256,31.24,423.0452,46.6045,53.2732,36.7305,69.7277,111.7224,660.5868,89.7676,129.6201,46.3762,47.9263,105.9899,122.6629,66.4314,559.2073,2598.1254,220.4506,166.735,125.8042,218.8178,48.9903,232.7765,682.4881,488.7528,7242.1094,1180.0096,391.6018,2725.3383,1088.4195,1369.9446,416.1092,486.8298,186.0785,173.8683,0.0
NLD_K,490.5023,11.2279,129.9101,7.8495,14.1972,795.9282,59.6483,37.035,175.3606,356.3561,717.0146,117.0405,142.314,91.7528,118.6841,283.1923,522.0635,199.0099,393.0732,151.4356,106.0592,241.7915,264.8007,232.1296,1078.1587,4314.2451,594.9937,174.4077,217.7201,489.9719,134.7821,416.9909,237.46,228.2729,1096.3436,20710.336,19022.8076,2951.4544,1470.9187,2023.3597,365.9904,1238.4493,281.1997,473.3181,0.0
NLD_L,574.5291,3.3123,29.5825,3.5388,8.2072,354.292,73.0843,59.3734,125.0857,49.39,187.9386,51.807,100.5011,81.4057,51.3388,301.7298,109.4566,85.3268,264.5603,79.3014,78.3881,256.0282,149.0537,135.3456,1175.0943,7677.6352,323.037,42.7613,98.1863,1138.0237,69.9352,1558.6458,166.2254,225.4181,718.4001,1115.7717,2095.7914,2323.511,878.6086,570.0723,447.2561,1560.4372,171.3005,439.6935,0.0
NLD_M,800.4894,9.2798,314.7095,38.2822,87.555,1559.0704,132.5308,90.6945,544.014,341.5037,2326.186,437.4008,339.2216,181.9069,231.8831,604.6777,1364.2776,843.4021,1350.6652,315.5094,169.6312,592.834,491.2845,286.2486,3856.6275,14525.2982,1163.2634,350.1706,330.2255,1147.5091,1010.2669,801.8401,1218.8575,665.9041,5146.5755,5854.4344,2396.2391,17759.1863,5417.2724,4425.0449,1146.3504,1244.0069,598.0637,801.3026,0.0
NLD_N,492.9671,11.8629,107.4717,6.3214,23.5346,1456.1099,133.3704,101.6411,288.5784,96.7291,801.148,272.3822,341.4524,273.0361,286.3174,960.6044,1200.3345,301.6538,1146.5121,611.349,268.6756,1707.1343,759.0629,465.4943,2454.3306,6727.6586,1562.4793,425.9171,717.1364,1985.953,238.962,1143.2315,928.822,399.1512,1774.8807,2001.8178,1612.344,5110.9526,7652.2155,5146.3323,2692.4157,2319.8888,844.5849,519.5676,0.0
NLD_O,149.687,3.69,6.9361,3.9947,5.7784,114.6105,14.6749,7.9249,156.1154,20.5953,91.7694,15.6885,43.105,26.9312,235.8127,51.875,23.9859,32.4418,52.6459,23.6434,16.193,49.4421,174.5966,1017.7516,432.8348,573.7442,79.0152,54.6665,54.0253,192.3381,13.5625,124.3508,49.3928,52.4631,329.6953,194.3755,240.5491,465.3661,166.1681,623.1909,111.6158,254.6684,62.2555,47.432,0.0
NLD_P,15.2546,0.2178,7.1635,1.2297,3.3989,53.9296,5.9294,2.8128,12.7818,5.8321,42.496,13.5129,11.569,9.1338,11.5949,31.5613,22.7517,14.3886,66.1669,14.4054,10.4717,44.7347,38.8519,18.6298,126.1503,373.1332,47.1345,18.2955,27.8272,61.6976,12.7067,73.6711,43.2838,33.3813,133.3726,302.3461,55.4362,753.0568,173.8931,719.7495,123.147,467.9176,152.6865,30.6492,0.0
NLD_Q,10.94,0.861,2.3876,0.9408,2.7051,22.5404,4.5359,3.7901,7.1272,5.2193,16.2571,7.6495,7.9203,6.8897,6.4273,19.9945,10.8275,5.5131,20.5949,8.6119,4.2785,22.7197,12.821,8.2052,53.3864,210.0393,33.8127,14.4693,23.8366,57.2742,5.463,28.0583,9.4361,12.5258,126.6713,58.0504,24.1135,179.886,92.8969,675.6681,46.3331,1871.2803,12.2595,17.6138,0.0
NLD_R,11.5714,0.0717,4.2044,0.1875,0.3989,47.9929,5.0286,3.648,10.3897,4.0939,22.5673,5.3579,6.9035,5.479,21.7757,12.1684,43.8442,12.9679,19.1352,9.0591,10.7753,17.8153,12.8874,12.5519,48.4845,326.5925,29.3309,13.7868,46.3673,24.5889,5.2002,115.2991,340.6607,18.0566,141.8162,98.4756,38.6362,292.5268,446.5579,223.5541,107.9562,96.5901,1541.4853,55.3525,0.0
NLD_S,66.6943,1.62,4.5724,1.5088,3.4118,77.3584,8.7764,5.4692,16.8637,7.7867,58.4531,8.6184,14.0222,13.2023,20.2511,23.1268,12.188,9.2604,20.9315,19.3927,18.7924,40.142,15.0464,44.5626,100.8438,332.4295,49.1819,24.3343,12.6794,39.0127,5.7011,230.6836,45.4238,17.5865,325.96,156.6086,175.9875,314.119,172.1731,176.8713,51.8324,725.6594,102.4149,241.499,0.0
NLD_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
