V1,CIV_A01_02,CIV_A03,CIV_B05_06,CIV_B07_08,CIV_B09,CIV_C10T12,CIV_C13T15,CIV_C16,CIV_C17_18,CIV_C19,CIV_C20,CIV_C21,CIV_C22,CIV_C23,CIV_C24,CIV_C25,CIV_C26,CIV_C27,CIV_C28,CIV_C29,CIV_C30,CIV_C31T33,CIV_D,CIV_E,CIV_F,CIV_G,CIV_H49,CIV_H50,CIV_H51,CIV_H52,CIV_H53,CIV_I,CIV_J58T60,CIV_J61,CIV_J62_63,CIV_K,CIV_L,CIV_M,CIV_N,CIV_O,CIV_P,CIV_Q,CIV_R,CIV_S,CIV_T,CIV_HFCE,CIV_NPISH,CIV_GGFC,CIV_GFCF,CIV_INVNT,CIV_DPABR
CIV_A01_02,667.3521,0.2308,0.0,0.0,0.0,1681.9529,0.7369,5.8164,1.2062,0.0,12.7716,4.6604,29.6085,0.0011,0.6033,2.7121,0.0,0.0,0.0,0.0,0.0,1.2578,0.0,0.0,0.6084,0.0,0.0,0.0,0.0,0.0,0.0,310.5919,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0793,0.0,1.6773,0.0,0.1232,0.0,6842.7518,0.0,0.0,502.6129,-5.5054,0.0
CIV_A03,0.1794,8.594,0.0,0.0,0.0,39.8024,0.0,0.0,0.0,0.0,0.1021,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.8573,0.0,0.0,0.0,0.0011,0.0
CIV_B05_06,0.0075,0.0,0.18,1.1454,0.0642,1.3292,0.0,0.0,0.0,379.5298,0.1497,0.0036,0.0,1.7204,1.5483,2.1936,0.0,0.096,0.0,0.0,0.0,0.5782,0.2271,0.0,0.4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.0,0.0,0.0,6.2094,0.0,0.0,0.0,-0.1799,0.0
CIV_B07_08,0.5909,0.0,5.0591,105.7437,3.5793,42.4722,0.0,0.0,0.0,0.0,8.5212,1.1458,0.0,75.2679,378.3769,439.0809,0.0,13.7667,0.0,0.0,0.0,83.12,1.0152,0.0,79.2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.111,0.0,0.0,0.0,36.6961,0.0,0.0,0.0,-0.6543,0.0
CIV_B09,0.043,0.0,3.0186,11.077,1.4669,3.4487,0.0,0.0,0.0,73.6252,0.3927,0.0129,0.0,2.2195,8.4327,16.8198,0.0,0.1143,0.0,0.0,0.0,0.0,0.107,0.0,2.3482,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV_C10T12,61.5614,3.3553,0.0069,0.0261,0.009,816.8941,0.7948,0.0905,4.5454,0.0333,55.2202,13.0272,1.4082,0.2958,0.0755,0.3177,0.0462,0.0038,0.007,0.0001,0.0001,0.0976,0.2161,0.007,0.9303,2.3925,1.2115,0.0969,0.1516,0.8534,0.2382,1120.8996,0.0154,0.0114,0.0126,0.0235,0.0031,0.013,0.0046,16.9132,5.0955,1.1657,0.0004,0.0807,0.0,5520.5006,0.0,0.0,4.4671,-0.489,0.0
CIV_C13T15,6.4995,0.6722,0.0,0.0005,0.0,0.8444,35.6442,0.008,3.2013,0.0053,0.1512,0.0424,0.6616,21.5528,0.0008,0.0064,0.0,0.0006,0.0,0.0,0.0,10.2382,0.0088,0.0,0.149,0.5092,0.1953,0.0155,0.0241,0.1364,0.0382,0.0009,0.0006,0.0005,0.0005,0.0,0.0001,0.0008,0.0003,0.7034,0.0001,0.0598,0.0,41.0041,0.0,432.969,0.0,0.0,0.0,-0.0111,0.0
CIV_C16,1.3105,0.0001,0.0501,0.1733,0.0664,26.8903,0.2691,27.6603,0.2256,0.0038,0.6757,0.097,0.2254,0.0168,0.0879,0.4542,0.3492,0.0004,0.0529,0.001,0.001,39.1048,1.2236,0.0048,0.8335,0.5136,0.0346,0.0094,0.018,0.0799,0.0156,1.031,0.0876,0.063,0.073,0.1775,0.0209,0.0485,0.0226,0.1336,0.0727,0.0631,0.0022,0.3384,0.0,61.6682,0.0,0.0,7.8707,-2.113,0.0
CIV_C17_18,7.7383,0.0428,0.0897,0.7994,0.0514,21.9757,0.4104,0.1538,44.0562,2.7384,7.1619,2.6657,0.8057,1.3518,0.05,0.3386,0.267,0.0497,1.4606,0.6809,1.9769,0.232,0.8634,0.1228,3.0298,125.7206,0.4185,0.0986,0.2055,0.9794,0.4494,26.4398,1.2049,0.3349,0.3065,4.4794,0.5216,1.2883,0.9183,9.6301,13.846,8.097,0.057,0.1269,0.0,165.6263,0.0,0.0,0.0,0.0026,0.0
CIV_C19,110.8084,12.9315,1.7782,16.4125,0.7924,114.6148,0.5002,9.32,1.7388,122.7334,14.4726,1.0713,6.1973,2.2453,5.3427,11.3724,1.629,0.0294,1.522,0.6834,2.0024,6.3105,3.7948,10.8091,64.1191,86.6325,336.2556,106.6598,216.5581,100.4128,43.0246,50.2883,0.1777,0.2885,0.2047,3.5574,4.4777,0.5632,10.6999,22.9653,2.1986,1.8391,0.0299,1.488,0.0,635.8129,0.0,0.0,0.0,1.7342,0.0
CIV_C20,51.491,0.0142,0.0385,0.3814,0.0199,36.9296,5.3737,0.9027,8.0991,1.3398,72.1616,7.001,42.1188,1.6594,0.2835,1.1712,0.2833,0.9146,0.5278,0.0159,0.025,4.3211,0.1398,2.6745,58.4188,63.3868,0.3519,0.1015,0.1546,0.6215,0.093,23.8971,0.3474,0.0796,0.1391,0.5457,0.2087,0.4871,1.2273,0.1319,0.3164,0.373,0.0232,6.7557,0.0,389.0736,0.0,0.0,0.2021,-0.2946,0.0
CIV_C21,4.632,0.0053,0.0021,0.024,0.0006,8.3081,0.2908,0.0719,0.4204,0.1255,6.5186,32.8763,1.5463,0.0844,0.0246,0.0852,0.0258,0.0463,0.0492,0.0008,0.0027,0.2862,0.0165,0.1569,2.8574,8.4559,0.041,0.0364,0.0314,0.0949,0.0378,3.212,0.0177,0.0155,0.0188,0.1174,0.0159,0.1374,0.1185,0.0688,0.0948,0.7844,0.0033,0.9518,0.0,258.7508,0.0,27.4786,0.0747,-0.1582,0.0
CIV_C22,69.1931,0.2151,0.0208,0.1816,0.023,114.1093,20.9885,2.7344,41.5392,1.5026,30.0033,8.2423,54.5973,4.8528,0.2737,2.1408,0.1007,0.1767,0.0095,0.0002,0.0003,4.9377,2.6901,0.0116,43.9016,106.4693,55.1116,4.3712,6.8225,38.4878,10.7847,0.3165,0.191,0.1532,0.1488,0.0306,0.027,0.2422,0.0826,0.0263,0.0277,0.1006,0.0058,0.3795,0.0,96.5561,0.0,0.0,12.5171,-16.1588,0.0
CIV_C23,0.8128,0.0156,0.0144,0.1111,0.0091,5.8175,0.0167,0.7916,0.4604,1.363,4.6103,1.5091,0.1933,56.8629,0.1014,0.3707,0.0015,0.0059,0.0082,0.0,0.0001,1.3259,0.0185,6.8489,947.3258,10.4058,0.3952,0.1425,0.2069,0.7284,0.1147,0.0395,0.0391,0.0909,0.0452,0.0004,0.1415,0.1833,0.102,0.0336,0.0191,0.515,0.0008,0.0091,0.0,8.656,0.0,0.0,21.9084,0.0004,0.0
CIV_C24,9.8208,0.2086,0.9418,7.7705,0.5071,10.7317,0.6594,2.0195,2.7707,1.0589,2.3478,0.2389,1.3016,0.7312,38.4203,147.9776,0.0916,4.7517,0.4807,0.1455,0.2234,2.8026,0.815,0.3279,46.9809,13.0225,0.9643,0.531,0.3318,1.5748,0.0461,0.6297,0.1778,0.1037,0.0741,0.0055,1.2109,0.695,0.8593,0.0009,0.322,0.1496,0.027,0.4236,0.0,0.5912,0.0,0.0,81.3688,-64.9394,0.0
CIV_C25,100.0515,1.3878,3.9316,33.0517,3.3805,88.5152,5.8735,14.5113,8.4727,5.2176,8.122,1.3897,4.3486,2.0143,14.5366,180.2151,0.2597,7.5053,1.2939,0.6916,1.5232,9.0108,2.9215,1.1349,208.2633,87.3277,4.6955,1.7942,1.4042,11.1602,1.1745,6.2918,0.78,0.969,0.6029,0.0378,9.432,3.9283,7.5171,0.0104,2.635,1.6304,0.3594,3.2124,0.0,20.0116,0.0,0.0,1393.4005,-294.9413,0.0
CIV_C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1807,0.0,0.0,0.0,0.0,0.0,0.1036,0.0,0.0,0.0,4.1979,0.0,123.6773,0.0,0.0,252.6156,-71.1408,0.0
CIV_C27,0.0144,0.0001,0.0002,0.0012,0.0001,0.0258,0.0042,0.0006,0.0086,0.0003,0.0063,0.0017,0.5389,0.001,0.3531,2.1325,0.3233,0.0279,0.0001,0.0,0.0,0.0011,0.0007,0.0003,34.219,0.0232,0.0114,0.0009,0.0014,0.0081,0.0022,0.0002,0.0004,0.001,0.0005,0.0,0.0016,0.0004,0.0008,0.0004,0.0002,0.0001,0.0,0.0001,0.0,61.7392,0.0,0.0,82.1817,-125.7487,0.0
CIV_C28,2.567,0.0351,4.6544,27.6531,0.348,29.1351,0.096,1.1716,1.6893,0.5922,4.9922,1.6243,0.2647,0.2677,0.127,0.496,0.5736,0.0198,16.6498,0.4264,1.3878,3.6975,5.5827,2.1049,5.6336,12.3196,1.1878,0.3945,1.1076,1.542,0.1785,0.6388,3.2254,6.7387,2.5616,30.2292,0.4265,0.8715,0.593,25.4695,0.7962,1.232,0.555,0.2432,0.0,2.6927,0.0,0.0,509.9508,-125.4082,0.0
CIV_C29,0.0301,0.0,0.0,0.0,0.0,1.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.001,0.0,0.0,0.0,0.0,1.1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7073,0.0,0.0,97.1465,-98.8685,0.0
CIV_C30,0.0481,0.0,0.0,0.0,0.0,1.2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0485,0.0,0.0,0.0,0.0,1.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4723,0.0,0.0,35.8156,-31.7512,0.0
CIV_C31T33,13.8291,0.0396,2.5996,12.6554,2.9665,37.8322,2.6941,3.0631,1.9526,0.6278,2.294,0.8366,2.2369,0.9067,2.4945,12.4243,14.6089,0.0334,7.2317,0.0449,0.0572,2.7488,54.0164,1.8801,24.8169,28.8732,2.359,0.6938,1.607,4.4866,0.7774,1.3917,6.094,7.8695,4.9803,31.0238,1.1828,2.661,1.3889,25.5523,3.5886,2.1269,0.5262,13.8117,0.0,288.4992,0.0,0.426,364.0662,-77.3506,0.0
CIV_D,52.6011,7.4854,1.4432,13.6096,0.4099,185.0999,7.0439,16.3109,16.0908,8.147,24.1013,3.117,31.1502,15.7723,16.591,32.8306,4.6234,0.8289,22.7154,0.2837,0.6397,4.9892,25.046,31.5948,177.6002,220.8297,23.2261,2.1715,4.4947,41.1506,7.0883,31.6966,5.033,14.8808,5.5514,8.5649,13.0368,11.3254,13.7108,82.2852,18.612,11.5436,0.9798,8.3539,0.0,340.3669,0.0,0.0,1.5946,-0.2461,0.0
CIV_E,1.5013,0.1012,0.0188,0.1379,0.0074,21.5644,0.2235,1.513,0.7746,0.3245,0.8976,0.1568,0.3966,1.115,0.3125,0.6161,0.4819,0.0296,5.4036,0.069,0.2475,0.6567,1.303,0.4412,24.5482,7.8163,0.4905,0.1469,0.1977,1.1729,0.1374,14.8146,0.2987,0.3466,0.3224,0.4684,1.1556,0.5766,1.261,7.5854,7.4362,3.3689,0.0308,1.4818,0.0,313.4538,0.0,0.0,0.0,0.0,0.0
CIV_F,8.0237,0.4814,3.4767,26.3045,2.1427,10.7549,0.1828,2.2527,1.4615,0.4734,2.519,0.6693,1.15,0.4644,3.3987,15.7345,0.387,0.273,2.1868,0.0064,0.019,5.5847,4.7447,5.8238,312.2435,29.9151,1.7909,0.3374,0.5528,3.9464,0.4543,2.8353,7.8051,20.8756,9.9462,0.1949,34.7375,7.5131,17.7661,8.6116,4.3414,2.0627,0.1268,1.2622,0.0,47.038,0.0,0.0675,5604.4175,-0.0055,0.0
CIV_G,437.8128,17.2594,8.1131,53.7992,5.4588,974.8034,78.1841,28.5026,62.4804,142.7309,117.6169,47.4743,60.6059,136.8354,23.892,70.5054,20.6827,2.8447,59.6274,1.0927,3.0556,52.3637,51.6908,27.9626,536.1198,508.1234,572.6286,71.4251,157.717,254.2001,115.4891,784.9695,86.8424,111.2661,75.8974,71.776,9.0884,12.3774,29.9698,101.0452,31.3415,24.8832,25.2532,92.6112,0.0,7470.1501,0.0,21.7737,1023.1411,0.0,0.0
CIV_H49,109.8803,7.7196,2.3901,16.1755,0.7992,142.9485,5.3111,6.2173,7.4739,31.8778,15.8301,3.5636,11.6424,9.0431,9.3908,18.1424,2.064,0.8466,3.826,0.2093,0.4874,7.494,2.4902,1.8518,78.236,699.4595,24.171,4.7125,8.337,16.5497,4.0855,48.4178,1.3459,1.5533,0.8097,3.5672,2.619,2.1804,3.6213,5.7121,4.1104,2.2385,0.2212,10.1853,0.0,1305.523,0.0,0.9069,95.3949,1.7196,0.0
CIV_H50,13.1399,5.7652,0.6804,4.2472,0.3005,21.5216,0.8329,1.0955,1.1684,9.9318,3.4224,0.9278,2.2666,1.6816,1.4797,2.9887,0.6058,0.1748,0.8635,0.0355,0.1077,1.0319,0.3474,0.3029,10.9966,166.1796,4.4193,9.3776,2.0896,9.9373,2.4809,5.7267,0.1919,0.3577,0.11,0.4201,0.4435,0.3418,0.6906,0.8027,0.4377,0.2675,0.0439,1.4927,0.0,161.4684,0.0001,0.3501,22.9587,10.0467,0.0
CIV_H51,17.6758,3.1224,1.1955,4.6682,0.6025,22.728,0.9543,0.8555,1.0953,9.2888,3.9718,1.5284,2.73,1.5124,1.2515,2.8061,1.0873,0.2084,1.5361,0.0489,0.1836,1.1132,0.5573,0.454,11.4764,224.9462,3.9895,1.6585,11.3536,8.8708,3.3711,4.6999,0.5001,0.7107,0.6164,4.6834,1.9147,1.8811,2.8234,3.922,1.9143,0.6919,0.1786,3.6632,0.0,494.9752,0.0001,0.3648,22.0981,11.694,0.0
CIV_H52,93.5823,12.4555,1.598,12.6319,0.5618,74.9033,1.9544,3.0551,3.088,7.3237,9.1339,2.2021,7.3411,3.1218,1.871,4.1926,1.7309,0.3892,3.4573,0.1491,0.3441,2.2152,1.0937,0.9507,21.6994,1143.0525,28.7389,18.1964,26.4396,71.1464,3.392,8.4755,0.7901,0.857,0.5048,2.8365,2.6317,1.7538,3.8666,3.4909,1.3667,0.7663,0.1996,5.0851,0.0,434.6873,0.0,0.1417,15.6837,0.185,0.0
CIV_H53,20.3009,3.0604,0.6297,5.4327,0.4268,23.9736,0.6328,0.8598,0.9192,0.6846,2.5111,0.9748,2.3026,0.5655,0.1177,0.7278,0.7485,0.115,1.4309,0.0407,0.1153,0.4001,0.7908,0.639,5.3872,372.0215,3.6871,1.1788,1.8387,9.2311,15.828,0.7022,0.9495,1.2089,0.5642,9.7378,3.8872,2.3014,2.8611,5.4641,2.3787,1.061,0.2348,5.7142,0.0,176.1912,0.0,0.0,0.0,0.0428,0.0
CIV_I,8.221,0.039,0.7454,3.9302,0.5291,10.8367,0.0604,0.68,0.5051,0.5192,1.954,0.7666,0.5234,0.388,0.3118,1.7216,0.0,0.2241,4.009,0.0054,0.0185,1.1959,4.6531,2.5496,20.7577,26.6452,2.9409,0.5913,4.3675,3.3277,0.9646,21.5852,5.7418,5.4285,5.7869,6.9446,1.2188,10.8811,4.7044,16.1212,5.3799,2.3935,0.9685,59.2558,0.0,3720.7468,0.0,0.0,0.0,0.0,0.0
CIV_J58T60,21.0862,1.177,0.093,0.604,0.0356,6.1544,0.1488,0.1731,0.6775,0.4332,0.5566,0.2231,0.0854,0.0783,0.0466,0.2874,0.1649,0.012,0.6121,0.0037,0.0139,0.2613,0.3831,0.133,10.3004,10.214,3.042,0.9266,2.8849,6.5276,1.9455,0.7804,93.7048,28.8859,21.5426,3.6181,1.7004,1.4857,2.6713,2.4885,3.9139,0.1771,0.22,6.1719,0.0,518.6709,0.0,0.0,127.326,0.0267,0.0
CIV_J61,74.6323,3.195,0.2833,1.6662,0.1282,9.0987,0.4248,0.4588,0.8335,0.7131,0.7678,0.2797,0.2299,0.2061,0.1395,0.9217,0.3546,0.0219,1.6422,0.008,0.0237,0.5055,1.0064,0.4088,41.2832,19.3529,12.5894,2.6124,5.237,19.0697,6.2264,1.731,10.9721,83.4077,11.9662,10.3374,4.5434,1.4982,5.856,5.1792,2.7237,0.4794,0.1907,11.472,0.0,927.3753,0.0,0.0,91.3203,0.0523,0.0
CIV_J62_63,84.6625,3.0805,0.4556,2.8425,0.2703,11.4181,0.7362,0.5496,1.4607,1.3709,1.7072,0.6371,0.3281,0.316,0.2717,1.4907,0.823,0.0427,2.748,0.0182,0.0639,0.94,2.397,0.7623,50.5526,36.9496,15.3749,4.5569,16.0119,33.9739,9.8529,1.2583,45.5802,56.9884,149.9179,25.0744,6.4399,3.8441,10.7747,9.2829,5.5206,0.7662,0.4052,15.2156,0.0,340.6991,0.0,0.0,387.4191,0.014,0.0
CIV_K,51.3863,0.2962,7.0401,39.608,2.5923,99.4587,4.3715,2.4844,6.0578,12.4438,32.7213,8.3471,4.8388,6.1869,1.5785,5.5996,1.7668,1.2291,2.4423,0.4491,1.3047,1.6652,48.0133,9.1679,71.342,224.4405,47.3093,15.8067,23.3166,59.5238,7.5671,7.2275,6.1653,11.0017,8.8568,181.8091,85.683,4.5646,6.0557,12.9756,3.3513,3.9126,0.6367,10.4511,0.0,222.8335,0.0,82.9152,9.1626,0.034,0.0
CIV_L,42.3442,8.1248,1.4444,8.9319,0.6888,45.5517,9.409,13.1742,21.0789,1.3379,7.6321,2.4685,2.2925,7.2834,1.6666,11.8668,5.7944,0.2569,41.3428,0.5029,1.2524,11.5424,3.0137,0.2172,53.6093,313.9795,14.8072,2.6492,5.2772,39.214,4.8718,18.6519,9.8709,19.509,14.4671,53.1362,29.1347,14.3317,26.4801,14.1796,7.5679,4.6827,0.9092,18.9255,0.0,2485.9909,0.0,0.0,0.0272,0.0023,0.0
CIV_M,23.9423,0.2237,1.8161,11.744,0.9355,108.5038,1.6601,3.0683,3.0844,5.9125,18.9143,9.6933,2.7358,3.8801,1.3101,6.21,4.0928,0.4168,15.0476,0.1458,0.4475,2.784,32.4569,10.7183,199.5558,156.6346,11.7889,4.1572,7.4403,24.257,2.9541,10.0673,18.6556,20.4055,21.4738,73.0143,16.6742,40.8387,24.7379,34.2277,26.4084,79.5187,3.5108,2.8936,0.0,96.3376,0.0,0.0,226.4788,0.046,0.0
CIV_N,58.8686,4.3376,6.0558,48.6276,4.2272,125.9162,3.6748,5.9861,10.4486,6.5675,20.557,7.3514,4.0352,19.3641,7.5847,43.0794,1.3649,0.7703,17.8526,1.4172,4.1811,11.4489,42.8987,20.023,95.5684,556.3944,50.5395,20.7704,48.4915,73.0562,11.582,14.2599,35.8815,45.5605,45.1628,34.5463,38.4957,57.5243,43.562,21.6199,56.894,42.2647,2.0751,24.1629,0.0,137.9294,0.0,0.0,0.0,0.0011,0.0
CIV_O,0.2394,0.0459,0.0082,0.0506,0.0039,0.2575,0.0532,0.0744,0.1191,0.0076,0.0432,0.014,0.013,0.0412,0.0094,0.0671,0.0327,0.0015,0.2336,0.0028,0.0071,0.0652,0.0172,0.0013,0.3031,1.7748,0.0837,0.015,0.0299,0.2216,0.0275,0.1054,0.0558,0.1103,0.0818,0.3004,0.1646,0.0811,0.1498,0.0803,0.0441,0.0266,0.0051,0.1072,0.0,8.5964,0.0,2838.4648,0.0,-0.0014,0.0
CIV_P,0.8306,0.004,0.093,0.668,0.054,1.0539,0.0194,0.0208,0.0783,0.0873,0.2529,0.1366,0.0455,0.3292,0.0447,0.1988,0.0016,0.0159,0.0118,0.0362,0.1185,0.1408,0.9701,0.1636,1.0491,4.5785,0.2158,0.0778,0.271,0.3791,0.094,0.1813,0.1916,0.2489,0.341,1.0119,0.1145,0.6042,0.7764,0.7749,7.7328,1.0385,0.052,1.2928,0.0,149.5963,0.1433,2559.2377,0.0132,-0.0001,0.0
CIV_Q,0.0,0.0,0.0428,0.3197,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4131,0.0,4.2723,0.0,0.0,0.0,174.7166,138.2633,792.9775,0.0,0.0,0.0
CIV_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,235.0657,6.4495,0.0,0.0,0.0002,0.0
CIV_S,1.5735,0.0219,0.527,4.2227,0.4159,4.8227,0.0543,0.1293,0.1864,0.6157,0.753,0.2531,0.165,0.2784,0.0345,0.1599,0.4366,0.0117,4.8725,0.0022,0.0058,0.1142,3.4661,0.0706,3.466,13.0508,0.7396,0.2054,0.3872,1.1255,0.2262,0.4398,3.1265,3.0155,3.2017,32.1968,0.265,0.5258,0.5111,3.0111,0.4741,0.6029,0.3756,9.2377,0.0,775.2092,141.3717,0.0,0.0,0.0,0.0
CIV_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.8593,0.0,0.0,0.0,0.0,0.0
